Region,Month of Period End,Median Sale Price,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM ,Average Sale To List YoY 
"Cheyenne, WY metro area",Mar-20,$289K,3.30%,15.60%,163,14.00%,-1.20%,197,21.60%,5.30%,405,10.40%,-0.20%,48,-12,-6,100.00%,0.00%,
"Cheyenne, WY metro area",Apr-20,$287K,-0.50%,8.50%,136,-16.60%,-4.90%,162,-17.80%,-18.20%,428,5.70%,-7.60%,54,6,-1,100.00%,0.00%,-5.00%
"Cheyenne, WY metro area",May-20,$293K,1.90%,12.70%,156,14.70%,-20.00%,210,29.60%,4.00%,481,12.40%,2.10%,53,-1,-4,98.90%,-1.10%,-10.90%
"Cheyenne, WY metro area",Jun-20,$285K,-2.70%,3.60%,188,20.50%,-10.00%,236,12.40%,-0.40%,526,9.40%,6.00%,56,3,2,92.50%,-6.40%,-3.90%
"Cheyenne, WY metro area",Jul-20,$300K,5.20%,9.10%,218,16.00%,-6.80%,240,1.70%,31.10%,550,4.60%,23.30%,56,0,6,,,
"Cheyenne, WY metro area",Aug-20,$308K,2.50%,11.80%,228,4.60%,16.90%,228,-5.00%,12.30%,549,-0.20%,20.70%,51,-5,1,100.70%,,
"Cheyenne, WY metro area",Sep-20,$290K,-5.90%,1.60%,226,-0.90%,24.20%,197,-13.60%,7.70%,520,-5.30%,13.50%,54,3,-1,98.90%,-1.80%,-1.10%
"Cheyenne, WY metro area",Oct-20,$310K,7.10%,5.80%,211,-6.60%,37.90%,180,-8.60%,28.60%,501,-3.70%,12.60%,61,7,9,94.70%,-4.20%,-5.50%
"Cheyenne, WY metro area",Nov-20,$315K,1.60%,14.50%,210,-0.50%,44.80%,134,-25.60%,34.00%,427,-14.80%,9.80%,58,-3,4,,,
"Cheyenne, WY metro area",Dec-20,$300K,-4.90%,13.10%,188,-10.50%,19.00%,114,-14.90%,37.30%,357,-16.40%,11.90%,56,-2,-7,98.30%,,7.90%
"Cheyenne, WY metro area",Jan-21,$299K,-0.20%,10.40%,131,-30.30%,11.00%,155,36.00%,6.90%,383,7.30%,9.40%,60,4,-10,,,
"Cheyenne, WY metro area",Feb-21,$300K,0.20%,7.00%,137,4.60%,-4.20%,177,14.20%,9.30%,423,10.40%,15.30%,60,0,0,,,
"Cheyenne, WY metro area",Mar-21,$310K,3.50%,7.30%,171,24.80%,4.90%,170,-4.00%,-13.70%,420,-0.70%,3.70%,47,-13,-1,101.50%,,1.50%
"Cheyenne, WY metro area",Apr-21,$335K,8.00%,16.50%,174,1.80%,27.90%,190,11.80%,17.30%,434,3.30%,1.40%,50,3,-4,,,
"Cheyenne, WY metro area",May-21,$303K,-9.60%,3.30%,176,1.10%,12.80%,186,-2.10%,-11.40%,442,1.80%,-8.10%,49,-1,-4,102.80%,,3.90%
"Cheyenne, WY metro area",Jun-21,$327K,8.10%,14.70%,209,18.80%,11.20%,215,15.60%,-8.90%,444,0.50%,-15.60%,45,-4,-11,,,
"Cheyenne, WY metro area",Jul-21,$329K,0.60%,9.70%,217,3.80%,-0.50%,194,-9.80%,-19.20%,416,-6.30%,-24.40%,45,0,-11,,,
"Cheyenne, WY metro area",Aug-21,$345K,4.90%,12.20%,197,-9.20%,-13.60%,211,8.80%,-7.50%,433,4.10%,-21.10%,52,7,1,108.60%,,7.90%
"Cheyenne, WY metro area",Sep-21,$354K,2.50%,22.10%,190,-3.60%,-15.90%,180,-14.70%,-8.60%,422,-2.50%,-18.80%,46,-6,-8,,,
"Cheyenne, WY metro area",Oct-21,$353K,-0.30%,13.70%,190,0.00%,-10.00%,191,6.10%,6.10%,428,1.40%,-14.60%,51,5,-10,94.70%,,0.00%
"Cheyenne, WY metro area",Nov-21,$355K,0.70%,12.70%,184,-3.20%,-12.40%,152,-20.40%,13.40%,397,-7.20%,-7.00%,54,3,-4,96.30%,1.60%,
"Cheyenne, WY metro area",Dec-21,$340K,-4.20%,13.40%,208,13.00%,10.60%,108,-28.90%,-5.30%,300,-24.40%,-16.00%,51,-3,-5,,,
"Cheyenne, WY metro area",Jan-22,$337K,-1.00%,12.50%,118,-43.30%,-9.90%,124,14.80%,-20.00%,307,2.30%,-19.80%,53,2,-7,,,
"Cheyenne, WY metro area",Feb-22,$360K,7.00%,20.20%,129,9.30%,-5.80%,128,3.20%,-27.70%,308,0.30%,-27.20%,56,3,-4,,,
"Cheyenne, WY metro area",Mar-22,$382K,6.10%,23.20%,166,28.70%,-2.90%,167,30.50%,-1.80%,304,-1.30%,-27.60%,49,-7,2,100.90%,,-0.50%
"Cheyenne, WY metro area",Apr-22,$389K,1.80%,16.20%,156,-6.00%,-10.30%,174,4.20%,-8.40%,325,6.90%,-25.10%,41,-8,-9,92.70%,-8.30%,
"Cheyenne, WY metro area",May-22,$368K,-5.40%,21.70%,162,3.80%,-8.00%,185,6.30%,-0.50%,352,8.30%,-20.40%,48,7,-1,,,
"Cheyenne, WY metro area",Jun-22,$380K,3.30%,16.20%,185,14.20%,-11.50%,180,-2.70%,-16.30%,349,-0.90%,-21.40%,48,0,3,,,
"Cheyenne, WY metro area",Jul-22,$369K,-2.90%,12.20%,155,-16.20%,-28.60%,142,-21.10%,-26.80%,338,-3.20%,-18.80%,46,-2,1,,,
"Cheyenne, WY metro area",Aug-22,$359K,-2.70%,4.00%,146,-5.80%,-25.90%,178,25.40%,-15.60%,368,8.90%,-15.00%,51,5,-1,90.90%,,-17.60%
"Cheyenne, WY metro area",Sep-22,$365K,1.70%,3.20%,167,14.40%,-12.10%,127,-28.70%,-29.40%,332,-9.80%,-21.30%,56,5,10,,,
"Cheyenne, WY metro area",Oct-22,$333K,-8.90%,-5.70%,153,-8.40%,-19.50%,119,-6.30%,-37.70%,293,-11.70%,-31.50%,53,-3,2,,,
"Cheyenne, WY metro area",Nov-22,$390K,17.10%,9.70%,112,-26.80%,-39.10%,102,-14.30%,-32.90%,284,-3.10%,-28.50%,55,2,1,,,
"Cheyenne, WY metro area",Dec-22,$342K,-12.10%,0.70%,84,-25.00%,-59.60%,64,-37.30%,-40.70%,261,-8.10%,-13.00%,64,9,13,,,
"Cheyenne, WY metro area",Jan-23,$349K,2.00%,3.80%,90,7.10%,-23.70%,114,78.10%,-8.10%,284,8.80%,-7.50%,71,7,18,,,
"Cheyenne, WY metro area",Feb-23,$363K,3.70%,0.70%,88,-2.20%,-31.80%,101,-11.40%,-21.10%,296,4.20%,-3.90%,77,6,21,,,
"Cheyenne, WY metro area",Mar-23,$345K,-4.80%,-9.70%,127,44.30%,-23.50%,148,46.50%,-11.40%,317,7.10%,4.30%,59,-18,10,,,
"Cheyenne, WY metro area",Apr-23,$354K,2.70%,-8.90%,104,-18.10%,-33.30%,139,-6.10%,-20.10%,350,10.40%,7.70%,57,-2,16,,,
"Cheyenne, WY metro area",May-23,$365K,3.00%,-0.80%,147,41.30%,-9.30%,181,30.20%,-2.20%,379,8.30%,7.70%,59,2,11,100.00%,,
"Cheyenne, WY metro area",Jun-23,$389K,6.70%,2.50%,176,19.70%,-4.90%,167,-7.70%,-7.20%,362,-4.50%,3.70%,53,-6,5,94.40%,-5.60%,
"Cheyenne, WY metro area",Jul-23,$375K,-3.70%,1.70%,135,-23.30%,-12.90%,165,-1.20%,16.20%,384,6.10%,13.60%,56,3,10,,,
"Cheyenne, WY metro area",Aug-23,$380K,1.30%,5.90%,132,-2.20%,-9.60%,215,30.30%,20.80%,438,14.10%,19.00%,52,-4,1,,,
"Cheyenne, WY metro area",Sep-23,$385K,1.20%,5.40%,142,7.60%,-15.00%,206,-4.20%,62.20%,409,-6.60%,23.20%,58,6,2,97.10%,,
"Cheyenne, WY metro area",Oct-23,$399K,3.80%,20.00%,133,-6.30%,-13.10%,148,-28.20%,24.40%,393,-3.90%,34.10%,35,-23,-18,,,
"Cheyenne, WY metro area",Nov-23,$355K,-11.00%,-8.90%,105,-21.10%,-6.30%,110,-25.70%,7.80%,375,-4.60%,32.00%,35,0,-20,94.10%,,
"Cheyenne, WY metro area",Dec-23,$365K,2.70%,6.40%,88,-16.20%,4.80%,68,-38.20%,6.30%,341,-9.10%,30.70%,39,4,-25,,,
"Cheyenne, WY metro area",Jan-24,$345K,-5.30%,-1.30%,94,6.80%,4.40%,136,100.00%,19.30%,322,-5.60%,13.40%,57,18,-14,81.20%,,
"Cheyenne, WY metro area",Feb-24,$370K,7.20%,2.10%,97,3.20%,10.20%,122,-10.30%,20.80%,271,-15.80%,-8.40%,47,-10,-30,,,
"Cheyenne, WY metro area",Mar-24,$375K,1.40%,8.70%,150,54.60%,18.10%,139,13.90%,-6.10%,249,-8.10%,-21.50%,47,0,-12,94.90%,,
"Cheyenne, WY metro area",Apr-24,$349K,-6.80%,-1.40%,130,-13.30%,25.00%,153,10.10%,10.10%,250,0.40%,-28.60%,27,-20,-30,100.00%,5.10%,
"Cheyenne, WY metro area",May-24,$395K,13.00%,8.20%,158,21.50%,7.50%,190,24.20%,5.00%,256,2.40%,-32.50%,33,6,-26,,,
"Cheyenne, WY metro area",Jun-24,$399K,1.00%,2.50%,142,-10.10%,-19.30%,198,4.20%,18.60%,273,6.60%,-24.60%,19,-14,-34,,,
"Clearmont, WY",Oct-17,$89K,,,1,,,,,,,,,28,,,,,
"Clearmont, WY",Sep-20,$200K,,,1,,,,,,,,,"1,602",,,81.60%,,
"Clearmont, WY",Dec-20,$89K,,,1,,,,,,,,,"1,083",,,,,
"Clearmont, WY",Mar-23,$135K,,,1,,,,,,,,,121,,,94.70%,,
"Clearview Acres, WY",Dec-16,$142K,,,1,,,,,,,,,77,,,94.70%,,
"Clearview Acres, WY",Apr-17,$70K,,,1,,,,,,,,,37,,,77.90%,,
"Clearview Acres, WY",Feb-19,$123K,,,1,,,,,,,,,42,,,99.30%,,
"Clearview Acres, WY",Nov-19,$155K,,,1,,,,,,,,,40,,,100.00%,,
"Clearview Acres, WY",Dec-20,$90K,,,1,,,,,,,,,329,,,90.10%,,
"Clearview Acres, WY",Nov-21,$196K,,,1,,,,,,,,,60,,,100.00%,,
"Clearview Acres, WY",Jul-23,$80K,,,1,,,,,,,,,87,,,76.20%,,
"Clearview Acres, WY",Jan-24,$214K,,,1,,,,,,,,,81,,,97.30%,,
"Converse County, WY",Aug-15,$265K,,,1,,,22,,,141,,,70,,,100.00%,,
"Converse County, WY",Sep-15,$231K,-13.00%,,24,2300.00%,,13,-40.90%,,129,-8.50%,,134,64,,97.00%,-3.00%,
"Converse County, WY",Oct-15,$224K,-2.80%,,15,-37.50%,,13,0.00%,,121,-6.20%,,146,12,,97.00%,0.00%,
"Converse County, WY",Nov-15,$224K,-0.20%,,8,-46.70%,,11,-15.40%,,110,-9.10%,,193,47,,95.70%,-1.30%,
"Converse County, WY",Dec-15,$228K,2.10%,,18,125.00%,,7,-36.40%,,95,-13.60%,,124,-69,,98.50%,2.80%,
"Converse County, WY",Jan-16,$235K,2.90%,,5,-72.20%,,14,100.00%,,100,5.30%,,82,-42,,99.20%,0.70%,
"Converse County, WY",Feb-16,$197K,-16.20%,,8,60.00%,,10,-28.60%,,98,-2.00%,,110,28,,100.00%,0.80%,
"Converse County, WY",Mar-16,$250K,26.90%,,5,-37.50%,,22,120.00%,,110,12.20%,,60,-50,,98.40%,-1.60%,
"Converse County, WY",Apr-16,$225K,-10.00%,,11,120.00%,,33,50.00%,,126,14.50%,,179,119,,98.50%,0.10%,
"Converse County, WY",May-16,$251K,11.30%,,4,-63.60%,,20,-39.40%,,137,8.70%,,178,-1,,97.30%,-1.30%,
"Converse County, WY",Jun-16,$171K,-31.60%,,10,150.00%,,17,-15.00%,,139,1.50%,,124,-54,,95.90%,-1.40%,
"Converse County, WY",Jul-16,$175K,2.20%,,15,50.00%,,19,11.80%,,132,-5.00%,,133,9,,98.80%,2.80%,
"Converse County, WY",Aug-16,$198K,12.90%,-25.40%,10,-33.30%,900.00%,16,-15.80%,-27.30%,134,1.50%,-5.00%,153,20,83,97.00%,-1.70%,-3.00%
"Converse County, WY",Sep-16,$196K,-0.90%,-15.10%,8,-20.00%,-66.70%,12,-25.00%,-7.70%,136,1.50%,5.40%,143,-10,9,97.40%,0.40%,0.40%
"Converse County, WY",Oct-16,$176K,-9.90%,-21.20%,9,12.50%,-40.00%,18,50.00%,38.50%,142,4.40%,17.40%,155,12,9,98.40%,1.00%,1.40%
"Converse County, WY",Nov-16,$225K,27.50%,0.70%,9,0.00%,12.50%,11,-38.90%,0.00%,141,-0.70%,28.20%,165,10,-28,98.30%,-0.10%,2.60%
"Converse County, WY",Dec-16,$159K,-29.30%,-30.40%,13,44.40%,-27.80%,2,-81.80%,-71.40%,131,-7.10%,37.90%,266,101,142,97.90%,-0.40%,-0.60%
"Converse County, WY",Jan-17,$218K,37.00%,-7.30%,7,-46.20%,40.00%,12,500.00%,-14.30%,134,2.30%,34.00%,185,-81,103,97.10%,-0.80%,-2.10%
"Converse County, WY",Feb-17,$176K,-19.20%,-10.60%,11,57.10%,37.50%,15,25.00%,50.00%,135,0.70%,37.80%,273,88,163,96.20%,-0.90%,-3.80%
"Converse County, WY",Mar-17,$255K,44.90%,2.00%,7,-36.40%,40.00%,9,-40.00%,-59.10%,129,-4.40%,17.30%,183,-90,123,96.60%,0.30%,-1.90%
"Converse County, WY",Apr-17,$170K,-33.30%,-24.40%,3,-57.10%,-72.70%,18,100.00%,-45.50%,123,-4.70%,-2.40%,228,45,49,98.30%,1.80%,-0.20%
"Converse County, WY",May-17,$179K,5.30%,-28.50%,11,266.70%,175.00%,27,50.00%,35.00%,138,12.20%,0.70%,395,167,217,96.70%,-1.60%,-0.60%
"Converse County, WY",Jun-17,$180K,0.50%,5.00%,15,36.40%,50.00%,22,-18.50%,29.40%,140,1.40%,0.70%,210,-185,86,94.60%,-2.10%,-1.30%
"Converse County, WY",Jul-17,$165K,-8.30%,-5.70%,15,0.00%,0.00%,18,-18.20%,-5.30%,137,-2.10%,3.80%,251,41,118,96.40%,1.80%,-2.30%
"Converse County, WY",Aug-17,$194K,17.50%,-1.80%,11,-26.70%,10.00%,19,5.60%,18.80%,136,-0.70%,1.50%,100,-151,-53,98.20%,1.70%,1.10%
"Converse County, WY",Sep-17,$200K,3.10%,2.20%,13,18.20%,62.50%,18,-5.30%,50.00%,142,4.40%,4.40%,162,62,19,98.80%,0.60%,1.40%
"Converse County, WY",Oct-17,$203K,1.30%,14.80%,15,15.40%,66.70%,16,-11.10%,-11.10%,138,-2.80%,-2.80%,434,272,279,96.70%,-2.10%,-1.70%
"Converse County, WY",Nov-17,$153K,-24.70%,-32.20%,14,-6.70%,55.60%,8,-50.00%,-27.30%,128,-7.20%,-9.20%,144,-290,-21,96.80%,0.10%,-1.50%
"Converse County, WY",Dec-17,$178K,16.40%,11.60%,20,42.90%,53.80%,9,12.50%,350.00%,125,-2.30%,-4.60%,307,163,41,92.80%,-4.10%,-5.10%
"Converse County, WY",Jan-18,$121K,-31.80%,-44.50%,5,-75.00%,-28.60%,9,0.00%,-25.00%,124,-0.80%,-7.50%,86,-221,-99,95.90%,3.20%,-1.20%
"Converse County, WY",Feb-18,$140K,15.30%,-20.70%,13,160.00%,18.20%,13,44.40%,-13.30%,119,-4.00%,-11.90%,229,143,-44,95.40%,-0.60%,-0.90%
"Converse County, WY",Mar-18,$153K,9.70%,-40.00%,16,23.10%,128.60%,19,46.20%,111.10%,122,2.50%,-5.40%,209,-20,26,97.30%,1.90%,0.70%
"Converse County, WY",Apr-18,$190K,24.20%,11.80%,13,-18.80%,333.30%,16,-15.80%,-11.10%,122,0.00%,-0.80%,286,77,58,95.60%,-1.60%,-2.70%
"Converse County, WY",May-18,$158K,-16.80%,-11.70%,23,76.90%,109.10%,23,43.80%,-14.80%,115,-5.70%,-16.70%,208,-78,-187,95.70%,0.10%,-1.00%
"Converse County, WY",Jun-18,$203K,28.50%,12.80%,21,-8.70%,40.00%,21,-8.70%,-4.50%,115,0.00%,-17.90%,332,124,122,96.70%,0.90%,2.10%
"Converse County, WY",Jul-18,$192K,-5.30%,16.50%,26,23.80%,73.30%,22,4.80%,22.20%,115,0.00%,-16.10%,206,-126,-45,97.30%,0.60%,0.80%
"Converse County, WY",Aug-18,$170K,-11.60%,-12.30%,12,-53.80%,9.10%,24,9.10%,26.30%,125,8.70%,-8.10%,351,145,251,96.40%,-0.90%,-1.80%
"Converse County, WY",Sep-18,$205K,20.60%,2.50%,13,8.30%,0.00%,14,-41.70%,-22.20%,120,-4.00%,-15.50%,221,-130,59,96.50%,0.10%,-2.30%
"Converse County, WY",Oct-18,$218K,6.30%,7.70%,21,61.50%,40.00%,22,57.10%,37.50%,122,1.70%,-11.60%,109,-112,-325,99.70%,3.20%,2.90%
"Converse County, WY",Nov-18,$192K,-12.00%,25.70%,22,4.80%,57.10%,14,-36.40%,75.00%,116,-4.90%,-9.40%,127,18,-17,97.60%,-2.10%,0.70%
"Converse County, WY",Dec-18,$190K,-0.90%,7.00%,17,-22.70%,-15.00%,1,-92.90%,-88.90%,101,-12.90%,-19.20%,113,-14,-194,96.00%,-1.60%,3.20%
"Converse County, WY",Jan-19,$221K,16.40%,82.80%,24,41.20%,380.00%,16,1500.00%,77.80%,94,-6.90%,-24.20%,109,-4,23,95.30%,-0.70%,-0.60%
"Converse County, WY",Feb-19,$220K,-0.50%,57.70%,18,-25.00%,38.50%,7,-56.30%,-46.20%,84,-10.60%,-29.40%,135,26,-94,96.00%,0.70%,0.70%
"Converse County, WY",Mar-19,$209K,-5.20%,36.30%,12,-33.30%,-25.00%,22,214.30%,15.80%,91,8.30%,-25.40%,212,77,3,94.90%,-1.20%,-2.40%
"Converse County, WY",Apr-19,$160K,-23.30%,-15.80%,17,41.70%,30.80%,18,-18.20%,12.50%,96,5.50%,-21.30%,448,236,162,96.00%,1.10%,0.30%
"Converse County, WY",May-19,$194K,21.20%,22.80%,22,29.40%,-4.30%,24,33.30%,4.30%,93,-3.10%,-19.10%,104,-344,-104,98.60%,2.60%,2.80%
"Converse County, WY",Jun-19,$230K,18.60%,13.30%,19,-13.60%,-9.50%,23,-4.20%,9.50%,94,1.10%,-18.30%,104,0,-228,97.20%,-1.40%,0.50%
"Converse County, WY",Jul-19,$244K,6.10%,26.90%,21,10.50%,-19.20%,24,4.30%,9.10%,94,0.00%,-18.30%,75,-29,-131,99.20%,2.00%,1.90%
"Converse County, WY",Aug-19,$242K,-0.60%,42.60%,24,14.30%,100.00%,16,-33.30%,-33.30%,94,0.00%,-24.80%,208,133,-143,95.60%,-3.60%,-0.80%
"Converse County, WY",Sep-19,$195K,-19.60%,-4.90%,21,-12.50%,61.50%,22,37.50%,57.10%,97,3.20%,-19.20%,88,-120,-133,96.40%,0.80%,-0.10%
"Converse County, WY",Oct-19,$198K,1.50%,-9.20%,25,19.00%,19.00%,22,0.00%,0.00%,97,0.00%,-20.50%,116,28,7,96.90%,0.60%,-2.70%
"Converse County, WY",Nov-19,$205K,3.50%,6.90%,17,-32.00%,-22.70%,4,-81.80%,-71.40%,87,-10.30%,-25.00%,144,28,17,98.90%,2.00%,1.40%
"Converse County, WY",Dec-19,$172K,-16.10%,-9.50%,8,-52.90%,-52.90%,12,200.00%,1100.00%,93,6.90%,-7.90%,131,-13,18,95.70%,-3.20%,-0.30%
"Converse County, WY",Jan-20,$185K,7.60%,-16.40%,19,137.50%,-20.80%,9,-25.00%,-43.80%,85,-8.60%,-9.60%,123,-8,14,96.90%,1.20%,1.60%
"Converse County, WY",Feb-20,$231K,24.80%,5.00%,18,-5.30%,0.00%,13,44.40%,85.70%,85,0.00%,1.20%,178,55,43,95.60%,-1.30%,-0.40%
"Converse County, WY",Mar-20,$239K,3.40%,14.50%,12,-33.30%,0.00%,20,53.80%,-9.10%,92,8.20%,1.10%,166,-12,-46,97.60%,1.90%,2.70%
"Converse County, WY",Apr-20,$224K,-6.40%,39.70%,18,50.00%,5.90%,9,-55.00%,-50.00%,86,-6.50%,-10.40%,220,54,-228,97.30%,-0.30%,1.30%
"Converse County, WY",May-20,$192K,-13.90%,-0.80%,12,-33.30%,-45.50%,22,144.40%,-8.30%,94,9.30%,1.10%,85,-135,-19,96.30%,-1.00%,-2.30%
"Converse County, WY",Jun-20,$195K,1.30%,-15.20%,7,-41.70%,-63.20%,22,0.00%,-4.30%,103,9.60%,9.60%,196,111,92,98.40%,2.10%,1.20%
"Converse County, WY",Jul-20,$219K,12.30%,-10.30%,24,242.90%,14.30%,18,-18.20%,-25.00%,94,-8.70%,0.00%,91,-105,16,98.70%,0.30%,-0.50%
"Converse County, WY",Aug-20,$200K,-8.70%,-17.50%,32,33.30%,33.30%,13,-27.80%,-18.80%,76,-19.10%,-19.10%,126,35,-82,97.30%,-1.40%,1.70%
"Converse County, WY",Sep-20,$232K,16.30%,19.20%,16,-50.00%,-23.80%,14,7.70%,-36.40%,77,1.30%,-20.60%,376,250,288,92.20%,-5.10%,-4.10%
"Converse County, WY",Oct-20,$191K,-17.70%,-3.40%,18,12.50%,-28.00%,18,28.60%,-18.20%,75,-2.60%,-22.70%,93,-283,-23,97.40%,5.10%,0.50%
"Converse County, WY",Nov-20,$199K,4.10%,-2.90%,15,-16.70%,-11.80%,13,-27.80%,225.00%,76,1.30%,-12.60%,142,49,-2,98.50%,1.10%,-0.40%
"Converse County, WY",Dec-20,$263K,32.20%,52.90%,15,0.00%,87.50%,5,-61.50%,-58.30%,67,-11.80%,-28.00%,96,-46,-35,98.60%,0.10%,2.90%
"Converse County, WY",Jan-21,$176K,-33.30%,-5.10%,12,-20.00%,-36.80%,9,80.00%,0.00%,64,-4.50%,-24.70%,88,-8,-35,93.40%,-5.20%,-3.50%
"Converse County, WY",Feb-21,$275K,56.70%,19.10%,7,-41.70%,-61.10%,25,177.80%,92.30%,81,26.60%,-4.70%,203,115,25,99.20%,5.80%,3.60%
"Converse County, WY",Mar-21,$180K,-34.50%,-24.60%,22,214.30%,83.30%,29,16.00%,45.00%,90,11.10%,-2.20%,214,11,48,96.50%,-2.70%,-1.10%
"Converse County, WY",Apr-21,$246K,36.70%,10.10%,25,13.60%,38.90%,10,-65.50%,11.10%,77,-14.40%,-10.50%,70,-144,-150,98.30%,1.80%,1.00%
"Converse County, WY",May-21,$226K,-8.10%,17.40%,20,-20.00%,66.70%,25,150.00%,13.60%,81,5.20%,-13.80%,97,27,12,96.80%,-1.50%,0.50%
"Converse County, WY",Jun-21,$220K,-2.70%,12.80%,37,85.00%,428.60%,21,-16.00%,-4.50%,73,-9.90%,-29.10%,113,16,-83,98.10%,1.30%,-0.30%
"Converse County, WY",Jul-21,$250K,13.60%,14.20%,29,-21.60%,20.80%,33,57.10%,83.30%,74,1.40%,-21.30%,61,-52,-30,98.70%,0.60%,0.00%
"Converse County, WY",Aug-21,$210K,-16.00%,5.00%,19,-34.50%,-40.60%,19,-42.40%,46.20%,74,0.00%,-2.60%,82,21,-44,96.30%,-2.40%,-1.00%
"Converse County, WY",Sep-21,$197K,-6.20%,-15.30%,19,0.00%,18.80%,15,-21.10%,7.10%,67,-9.50%,-13.00%,60,-22,-316,97.80%,1.60%,5.60%
"Converse County, WY",Oct-21,$235K,19.30%,22.90%,20,5.30%,11.10%,17,13.30%,-5.60%,59,-11.90%,-21.30%,68,8,-25,101.20%,3.40%,3.80%
"Converse County, WY",Nov-21,$230K,-2.10%,15.60%,12,-40.00%,-20.00%,8,-52.90%,-38.50%,54,-8.50%,-28.90%,95,27,-47,98.40%,-2.90%,-0.10%
"Converse County, WY",Dec-21,$255K,10.80%,-3.10%,14,16.70%,-6.70%,8,0.00%,60.00%,54,0.00%,-19.40%,144,49,48,95.00%,-3.40%,-3.60%
"Converse County, WY",Jan-22,$231K,-9.40%,31.60%,13,-7.10%,8.30%,14,75.00%,55.60%,55,1.90%,-14.10%,120,-24,32,98.30%,3.40%,4.90%
"Converse County, WY",Feb-22,$205K,-11.30%,-25.50%,16,23.10%,128.60%,4,-71.40%,-84.00%,45,-18.20%,-44.40%,116,-4,-87,96.80%,-1.50%,-2.40%
"Converse County, WY",Mar-22,$180K,-12.20%,0.00%,15,-6.30%,-31.80%,10,150.00%,-65.50%,42,-6.70%,-53.30%,149,33,-65,96.80%,-0.10%,0.30%
"Converse County, WY",Apr-22,$275K,52.80%,11.80%,15,0.00%,-40.00%,14,40.00%,40.00%,40,-4.80%,-48.10%,76,-73,6,96.00%,-0.80%,-2.30%
"Converse County, WY",May-22,$240K,-12.80%,6.20%,19,26.70%,-5.00%,27,92.90%,8.00%,45,12.50%,-44.40%,108,32,11,97.90%,1.90%,1.10%
"Converse County, WY",Jun-22,$236K,-1.40%,7.50%,24,26.30%,-35.10%,22,-18.50%,4.80%,45,0.00%,-38.40%,53,-55,-60,98.80%,0.90%,0.70%
"Converse County, WY",Jul-22,$295K,24.60%,17.80%,16,-33.30%,-44.80%,16,-27.30%,-51.50%,46,2.20%,-37.80%,44,-9,-17,98.70%,-0.10%,0.00%
"Converse County, WY",Aug-22,$283K,-4.00%,34.60%,12,-25.00%,-36.80%,15,-6.30%,-21.10%,50,8.70%,-32.40%,67,23,-15,94.50%,-4.20%,-1.80%
"Converse County, WY",Sep-22,$299K,5.70%,51.70%,13,8.30%,-31.60%,13,-13.30%,-13.30%,45,-10.00%,-32.80%,53,-14,-7,97.40%,3.00%,-0.40%
"Converse County, WY",Oct-22,$229K,-23.40%,-2.60%,9,-30.80%,-55.00%,9,-30.80%,-47.10%,43,-4.40%,-27.10%,81,28,13,95.50%,-1.90%,-5.70%
"Converse County, WY",Nov-22,$225K,-1.70%,-2.20%,15,66.70%,25.00%,7,-22.20%,-12.50%,36,-16.30%,-33.30%,98,17,3,96.20%,0.70%,-2.10%
"Converse County, WY",Dec-22,$190K,-15.60%,-25.50%,11,-26.70%,-21.40%,5,-28.60%,-37.50%,31,-13.90%,-42.60%,65,-33,-79,95.70%,-0.50%,0.70%
"Converse County, WY",Jan-23,$245K,28.90%,6.10%,10,-9.10%,-23.10%,10,100.00%,-28.60%,31,0.00%,-43.60%,143,78,23,95.40%,-0.30%,-2.90%
"Converse County, WY",Feb-23,$230K,-6.10%,12.20%,7,-30.00%,-56.30%,14,40.00%,250.00%,40,29.00%,-11.10%,186,43,70,93.50%,-1.90%,-3.40%
"Converse County, WY",Mar-23,$295K,28.40%,64.00%,6,-14.30%,-60.00%,14,0.00%,40.00%,46,15.00%,9.50%,51,-135,-98,98.60%,5.20%,1.90%
"Converse County, WY",Apr-23,$275K,-6.90%,0.00%,7,16.70%,-53.30%,15,7.10%,7.10%,53,15.20%,32.50%,136,85,60,99.00%,0.30%,3.00%
"Converse County, WY",May-23,$274K,-0.40%,14.20%,12,71.40%,-36.80%,17,13.30%,-37.00%,54,1.90%,20.00%,91,-45,-17,95.40%,-3.50%,-2.50%
"Converse County, WY",Jun-23,$280K,2.20%,18.40%,13,8.30%,-45.80%,30,76.50%,36.40%,63,16.70%,40.00%,53,-38,0,96.70%,1.20%,-2.10%
"Converse County, WY",Jul-23,$245K,-12.50%,-16.80%,17,30.80%,6.30%,25,-16.70%,56.30%,68,7.90%,47.80%,52,-1,8,98.40%,1.70%,-0.30%
"Converse County, WY",Aug-23,$285K,16.30%,0.80%,21,23.50%,75.00%,18,-28.00%,20.00%,57,-16.20%,14.00%,56,4,-11,97.50%,-0.90%,3.10%
"Converse County, WY",Sep-23,$273K,-4.30%,-8.70%,14,-33.30%,7.70%,13,-27.80%,0.00%,40,-29.80%,-11.10%,57,1,4,96.50%,-1.00%,-0.90%
