Region,Month of Period End,Median Sale Price,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM ,Average Sale To List YoY 
"Converse County, WY",Oct-23,$277K,1.70%,21.20%,22,57.10%,144.40%,16,23.10%,77.80%,43,7.50%,0.00%,75,18,-6,99.80%,3.30%,4.30%
"Converse County, WY",Nov-23,$303K,9.00%,34.40%,4,-81.80%,-73.30%,7,-56.30%,0.00%,40,-7.00%,11.10%,98,23,0,95.60%,-4.20%,-0.60%
"Converse County, WY",Dec-23,$334K,10.40%,75.80%,6,50.00%,-45.50%,10,42.90%,100.00%,39,-2.50%,25.80%,76,-22,11,96.70%,1.10%,1.00%
"Converse County, WY",Jan-24,$210K,-37.10%,-14.30%,10,66.70%,0.00%,8,-20.00%,-20.00%,31,-20.50%,0.00%,51,-25,-92,93.10%,-3.50%,-2.30%
"Converse County, WY",Feb-24,$250K,19.00%,8.70%,13,30.00%,85.70%,19,137.50%,35.70%,37,19.40%,-7.50%,58,7,-128,98.20%,5.10%,4.80%
"Converse County, WY",Mar-24,$300K,20.00%,1.60%,7,-46.20%,16.70%,24,26.30%,71.40%,45,21.60%,-2.20%,66,8,15,98.50%,0.30%,-0.10%
"Converse County, WY",Apr-24,$233K,-22.40%,-15.40%,12,71.40%,71.40%,13,-45.80%,-13.30%,41,-8.90%,-22.60%,74,8,-62,96.40%,-2.10%,-2.60%
"Converse County, WY",May-24,$264K,13.50%,-3.60%,20,66.70%,66.70%,26,100.00%,52.90%,47,14.60%,-13.00%,30,-44,-61,98.50%,2.10%,3.10%
"Converse County, WY",Jun-24,$325K,22.90%,15.90%,16,-20.00%,23.10%,15,-42.30%,-50.00%,45,-4.30%,-28.60%,18,-12,-35,96.70%,-1.80%,0.00%
"Crook County, WY",Jul-14,$263K,,,4,,,2,,,12,,,99,,,94.60%,,
"Crook County, WY",Aug-14,$155K,-41.00%,,1,-75.00%,,1,-50.00%,,13,8.30%,,500,401,,95.70%,1.00%,
"Crook County, WY",Sep-14,$226K,45.50%,,2,100.00%,,1,0.00%,,11,-15.40%,,82,-418,,98.40%,2.80%,
"Crook County, WY",Oct-14,$176K,-22.00%,,3,50.00%,,2,100.00%,,10,-9.10%,,199,117,,93.30%,-5.10%,
"Crook County, WY",Jan-15,$410K,,,1,,,3,,,15,,,219,,,98.30%,,
"Crook County, WY",Feb-15,$127K,-69.00%,,1,0.00%,,,,,14,-6.70%,,130,-89,,94.10%,-4.20%,
"Crook County, WY",Mar-15,$90K,-29.50%,,1,0.00%,,4,,,18,28.60%,,618,488,,64.00%,-30.10%,
"Crook County, WY",Apr-15,$250K,179.30%,,2,100.00%,,,,,15,-16.70%,,241,-377,,92.60%,28.70%,
"Crook County, WY",Jun-15,$265K,,,3,,,2,,,16,,,180,,,94.60%,,
"Crook County, WY",Jul-15,$167K,-37.00%,-36.40%,3,0.00%,-25.00%,4,100.00%,100.00%,17,6.30%,41.70%,358,178,259,97.20%,2.60%,2.60%
"Crook County, WY",Aug-15,$980K,486.80%,532.30%,1,-66.70%,0.00%,1,-75.00%,0.00%,17,0.00%,30.80%,235,-123,-265,89.10%,-8.10%,-6.60%
"Crook County, WY",Sep-15,$177K,-82.00%,-21.70%,4,300.00%,100.00%,1,0.00%,0.00%,14,-17.60%,27.30%,144,-91,62,91.30%,2.20%,-7.10%
"Crook County, WY",Oct-15,$272K,54.10%,54.50%,1,-75.00%,-66.70%,6,500.00%,200.00%,19,35.70%,90.00%,149,5,-50,90.80%,-0.50%,-2.50%
"Crook County, WY",Nov-15,$115K,-57.70%,,1,0.00%,,1,-83.30%,,18,-5.30%,,95,-54,,92.00%,1.20%,
"Crook County, WY",Dec-15,$273K,137.00%,,6,500.00%,,1,0.00%,,15,-16.70%,,294,199,,96.60%,4.60%,
"Crook County, WY",Mar-16,$143K,,59.20%,2,,100.00%,1,,-75.00%,15,,-16.70%,339,,-279,84.90%,,20.90%
"Crook County, WY",Apr-16,$408K,186.00%,63.00%,2,0.00%,0.00%,1,0.00%,,15,0.00%,0.00%,166,-173,-75,96.90%,12.00%,4.20%
"Crook County, WY",May-16,$276K,-32.40%,,3,50.00%,,1,0.00%,,12,-20.00%,,203,37,,98.00%,1.10%,
"Crook County, WY",Jun-16,$155K,-43.70%,-41.50%,3,0.00%,0.00%,1,0.00%,-50.00%,12,0.00%,-25.00%,380,177,200,85.60%,-12.40%,-9.00%
"Crook County, WY",Jul-16,$161K,3.90%,-3.60%,3,0.00%,0.00%,2,100.00%,-50.00%,12,0.00%,-29.40%,267,-113,-91,94.50%,8.90%,-2.70%
"Crook County, WY",Sep-16,$792K,,348.90%,2,,-50.00%,1,,0.00%,14,,0.00%,435,,291,98.20%,,6.90%
"Crook County, WY",Oct-16,$172K,-78.30%,-36.80%,3,50.00%,200.00%,,,,7,-50.00%,-63.20%,150,-285,1,93.20%,-5.00%,2.40%
"Crook County, WY",Dec-16,$181K,,-33.80%,1,,-83.30%,1,,0.00%,6,,-60.00%,174,,-120,100.00%,,3.40%
"Crook County, WY",Mar-17,$353K,,147.70%,3,,50.00%,1,,0.00%,6,,-60.00%,532,,193,96.40%,,11.50%
"Crook County, WY",Jun-17,$235K,,51.60%,3,,0.00%,1,,0.00%,6,,-50.00%,120,,-260,93.40%,,7.80%
"Crook County, WY",Jul-17,$140K,-40.40%,-13.00%,1,-66.70%,-66.70%,2,100.00%,0.00%,6,0.00%,-50.00%,301,181,34,90.40%,-3.00%,-4.10%
"Crook County, WY",Aug-17,$125K,-10.90%,,2,100.00%,,1,-50.00%,,5,-16.70%,,95,-206,,93.40%,3.00%,
"Crook County, WY",Sep-17,$435K,248.70%,-45.10%,1,-50.00%,-50.00%,2,100.00%,100.00%,7,40.00%,-50.00%,701,606,266,96.90%,3.50%,-1.40%
"Crook County, WY",Nov-17,$243K,,,2,,,1,,,6,,,99,,,95.70%,,
"Crook County, WY",Dec-17,$299K,23.30%,65.70%,2,0.00%,100.00%,,,,3,-50.00%,-50.00%,108,9,-66,102.00%,6.20%,2.00%
"Crook County, WY",Mar-18,$160K,,-54.70%,1,,-66.70%,1,,0.00%,5,,-16.70%,238,,-294,95.80%,,-0.60%
"Crook County, WY",Apr-18,$348K,117.20%,,2,100.00%,,2,100.00%,,5,0.00%,,168,-70,,94.40%,-1.40%,
"Crook County, WY",May-18,$150K,-56.80%,,1,-50.00%,,4,100.00%,,9,80.00%,,836,668,,93.80%,-0.60%,
"Crook County, WY",Jun-18,$186K,24.00%,-20.90%,2,100.00%,-33.30%,4,0.00%,300.00%,11,22.20%,83.30%,164,-672,44,96.90%,3.10%,3.50%
"Crook County, WY",Jul-18,$164K,-11.80%,17.10%,1,-50.00%,0.00%,2,-50.00%,0.00%,12,9.10%,100.00%,52,-112,-249,86.80%,-10.10%,-3.60%
"Crook County, WY",Aug-18,$167K,1.80%,33.90%,1,0.00%,-50.00%,1,-50.00%,0.00%,12,0.00%,140.00%,55,3,-40,98.30%,11.50%,4.90%
"Crook County, WY",Sep-18,$348K,108.10%,-20.10%,2,100.00%,100.00%,1,0.00%,-50.00%,11,-8.30%,57.10%,383,328,-318,84.70%,-13.60%,-12.20%
"Crook County, WY",Oct-18,$174K,-49.90%,,1,-50.00%,,,,,9,-18.20%,,271,-112,,96.70%,12.10%,
"Crook County, WY",Nov-18,$265K,52.30%,9.30%,1,0.00%,-50.00%,1,,0.00%,10,11.10%,66.70%,840,569,741,91.70%,-5.00%,-4.00%
"Crook County, WY",Dec-18,$520K,96.20%,73.90%,2,100.00%,0.00%,,,,8,-20.00%,166.70%,237,-603,129,94.80%,3.10%,-7.10%
"Crook County, WY",Apr-19,$160K,,-54.00%,2,,0.00%,2,,0.00%,10,,100.00%,229,,61,86.80%,,-7.60%
"Crook County, WY",May-19,$170K,6.30%,13.30%,1,-50.00%,0.00%,4,100.00%,0.00%,11,10.00%,22.20%,60,-169,-776,100.00%,13.20%,6.20%
"Crook County, WY",Jul-19,$305K,,86.00%,3,,200.00%,2,,0.00%,12,,0.00%,321,,269,94.40%,,7.70%
"Crook County, WY",Aug-19,$565K,85.20%,238.30%,4,33.30%,300.00%,,,,7,-41.70%,-41.70%,111,-210,56,94.50%,0.10%,-3.80%
"Crook County, WY",Nov-19,$320K,,20.80%,1,,0.00%,,,,5,,-50.00%,569,,-271,91.70%,,0.00%
"Crook County, WY",Dec-19,$175K,-45.30%,-66.30%,1,0.00%,-50.00%,,,,4,-20.00%,-50.00%,207,-362,-30,79.90%,-11.80%,-14.90%
"Crook County, WY",Feb-20,$130K,,,2,,,,,,3,,,"1,001",,,97.30%,,
"Crook County, WY",Oct-21,$285K,,,1,,,,,,1,,,33,,,101.80%,,
"Crook County, WY",Nov-23,$405K,,,1,,,4,,,28,,,133,,,99.00%,,
"Crook County, WY",Dec-23,$453K,11.70%,,2,100.00%,,3,-25.00%,,27,-3.60%,,153,20,,93.10%,-6.00%,
"Crook County, WY",Feb-24,$650K,,,1,,,11,,,31,,,409,,,100.20%,,
"Crook County, WY",May-24,$400K,,,1,,,17,,,39,,,25,,,86.00%,,
"Crook County, WY",Jun-24,$746K,86.50%,,2,100.00%,,8,-52.90%,,34,-12.80%,,144,119,,98.20%,12.20%,
"Crowheart, WY",Dec-21,$175K,,,1,,,,,,2,,,813,,,92.10%,,
"Crowheart, WY",May-22,$539K,,,1,,,,,,1,,,227,,,88.40%,,
"Dayton, WY",Jun-14,$125K,,,3,,,1,,,2,,,77,,,,,
"Dayton, WY",Jul-14,$250K,100.10%,,1,-66.70%,,1,0.00%,,2,0.00%,,83,6,,,,
"Dayton, WY",Aug-14,$100K,-60.10%,,1,0.00%,,1,0.00%,,2,0.00%,,74,-9,,,,
"Dayton, WY",Sep-14,$118K,18.40%,,1,0.00%,,1,0.00%,,2,0.00%,,71,-3,,,,
"Dayton, WY",Oct-14,$83K,-30.10%,,1,0.00%,,,,,2,0.00%,,520,449,,,,
"Dayton, WY",Nov-14,$170K,105.90%,,1,0.00%,,,,,1,-50.00%,,97,-423,,,,
"Dayton, WY",Dec-14,$199K,17.10%,,1,0.00%,,1,,,2,100.00%,,564,467,,,,
"Dayton, WY",Jan-15,$172K,-13.50%,,1,0.00%,,,,,1,-50.00%,,116,-448,,,,
"Dayton, WY",Mar-15,$260K,,,1,,,,,,,,,96,,,,,
"Dayton, WY",Apr-15,$362K,39.30%,,1,0.00%,,3,,,2,,,,,,,,
"Dayton, WY",Jun-15,$330K,,164.20%,1,,-66.70%,,,,1,,-50.00%,55,,-22,,,
"Dayton, WY",Aug-15,$180K,,80.40%,1,,0.00%,,,,1,,-50.00%,28,,-46,,,
"Dayton, WY",Sep-15,$400K,122.30%,238.90%,1,0.00%,0.00%,1,,0.00%,1,0.00%,-50.00%,141,113,70,,,
"Dayton, WY",Jan-16,$195K,,13.30%,2,,100.00%,2,,,3,,200.00%,59,,-57,,,
"Dayton, WY",Feb-16,$265K,35.70%,,1,-50.00%,,2,0.00%,,4,33.30%,,169,110,,,,
"Dayton, WY",Mar-16,$251K,-5.20%,-3.50%,2,100.00%,100.00%,2,0.00%,,4,0.00%,,44,-125,-52,,,
"Dayton, WY",Apr-16,$302K,20.40%,-16.60%,2,0.00%,100.00%,2,0.00%,-33.30%,4,0.00%,100.00%,48,4,,,,
"Dayton, WY",May-16,$138K,-54.50%,,2,0.00%,,2,0.00%,,4,0.00%,,78,30,,107.30%,,
"Dayton, WY",Jul-16,$420K,,,2,,,2,,,5,,,71,,,,,
"Dayton, WY",Aug-16,$159K,-62.10%,-11.60%,1,-50.00%,0.00%,,,,4,-20.00%,300.00%,63,-8,35,,,
"Dayton, WY",Oct-16,$267K,,,2,,,1,,,5,,,170,,,,,
"Dayton, WY",Nov-16,$181K,-32.30%,,2,0.00%,,1,0.00%,,4,-20.00%,,50,-120,,,,
"Dayton, WY",Jan-17,$238K,,21.80%,1,,-50.00%,2,,0.00%,6,,100.00%,201,,142,,,
"Dayton, WY",Mar-17,$235K,,-6.30%,5,,150.00%,1,,-50.00%,4,,0.00%,105,,61,,,
"Dayton, WY",May-17,$336K,,143.90%,2,,0.00%,3,,50.00%,8,,100.00%,26,,-52,,,
"Dayton, WY",Jun-17,$275K,-18.10%,,5,150.00%,,,,,3,-62.50%,,63,37,,,,
"Dayton, WY",Jul-17,$239K,-13.10%,-43.10%,1,-80.00%,-50.00%,,,,2,-33.30%,-60.00%,81,18,10,,,
"Dayton, WY",Aug-17,$343K,43.50%,115.70%,1,0.00%,0.00%,1,,,2,0.00%,-50.00%,210,129,147,,,
"Dayton, WY",Sep-17,$269K,-21.60%,,1,0.00%,,1,0.00%,,2,0.00%,,126,-84,,,,
"Dayton, WY",Dec-17,$229K,,,1,,,,,,3,,,53,,,,,
"Dayton, WY",Feb-18,$330K,,,2,,,,,,1,,,137,,,,,
"Dayton, WY",Mar-18,$165K,-49.90%,-29.80%,1,-50.00%,-80.00%,1,,0.00%,1,0.00%,-75.00%,205,68,100,,,
"Dayton, WY",May-18,$375K,,11.80%,4,,100.00%,2,,-33.30%,3,,-62.50%,38,,12,,,
"Dayton, WY",Jul-18,$449K,,87.90%,1,,0.00%,2,,,6,,200.00%,104,,23,,,
"Dayton, WY",Aug-18,$350K,-22.10%,2.00%,4,300.00%,300.00%,2,0.00%,100.00%,4,-33.30%,100.00%,66,-38,-144,,,
"Dayton, WY",Sep-18,$372K,6.30%,38.30%,2,-50.00%,100.00%,,,,2,-50.00%,0.00%,82,16,-44,,,
"Dayton, WY",Oct-18,$185K,-50.30%,,1,-50.00%,,3,,,4,100.00%,,34,-48,,,,
"Dayton, WY",Dec-18,$238K,,3.70%,2,,100.00%,1,,,3,,0.00%,70,,17,,,
"Dayton, WY",Feb-19,$312K,,-5.30%,2,,0.00%,,,,4,,300.00%,104,,-33,,,
"Dayton, WY",Apr-19,$378K,,,2,,,1,,,3,,,108,,,,,
"Dayton, WY",Jun-19,$260K,,,1,,,1,,,6,,,162,,,,,
"Dayton, WY",Jul-19,$187K,-27.90%,-58.30%,3,200.00%,200.00%,2,100.00%,0.00%,5,-16.70%,-16.70%,68,-94,-36,,,
"Dayton, WY",Aug-19,$439K,134.60%,25.60%,2,-33.30%,-50.00%,,,,2,-60.00%,-50.00%,80,12,14,,,
"Dayton, WY",Oct-19,$165K,,-10.80%,1,,0.00%,,,,3,,-25.00%,78,,44,,,
"Dayton, WY",Nov-19,$320K,93.90%,,1,0.00%,,,,,2,-33.30%,,64,-14,,,,
"Dayton, WY",Jan-20,$286K,,,2,,,,,,1,,,314,,,,,
"Dayton, WY",May-20,$275K,,,1,,,3,,,4,,,66,,,,,
"Dayton, WY",Jun-20,$325K,18.20%,25.00%,1,0.00%,0.00%,1,-66.70%,0.00%,5,25.00%,-16.70%,417,351,255,,,
"Dayton, WY",Jul-20,$310K,-4.60%,65.50%,3,200.00%,0.00%,1,0.00%,-50.00%,3,-40.00%,-40.00%,86,-331,18,,,
"Dayton, WY",Aug-20,$339K,9.40%,-22.90%,3,0.00%,50.00%,,,,,,,80,-6,0,,,
"Dayton, WY",Nov-20,$229K,,-28.40%,1,,0.00%,1,,,3,,50.00%,44,,-20,,,
"Dayton, WY",Dec-20,$425K,85.60%,,1,0.00%,,1,0.00%,,3,0.00%,,61,17,,,,
"Dayton, WY",Jan-21,$246K,-42.10%,-14.00%,1,0.00%,-50.00%,1,0.00%,,3,0.00%,200.00%,123,62,-191,,,
"Dayton, WY",Feb-21,$339K,38.00%,,2,100.00%,,,,,1,-66.70%,,72,-51,,,,
"Dayton, WY",Mar-21,$525K,54.70%,,1,-50.00%,,,,,,,,94,22,,,,
"Dayton, WY",May-21,$375K,,36.40%,3,,200.00%,3,,0.00%,2,,-50.00%,30,,-36,,,
"Dayton, WY",Jun-21,$387K,3.20%,19.10%,2,-33.30%,100.00%,3,0.00%,200.00%,3,50.00%,-40.00%,35,5,-382,,,
"Dayton, WY",Jul-21,$295K,-23.80%,-4.80%,1,-50.00%,-66.70%,1,-66.70%,0.00%,3,0.00%,0.00%,40,5,-46,,,
"Dayton, WY",Aug-21,$374K,26.90%,10.50%,2,100.00%,-33.30%,,,,1,-66.70%,,48,8,-32,,,
"Dayton, WY",Sep-21,$600K,60.20%,,1,-50.00%,,,,,,,,92,44,,92.30%,,
"Dayton, WY",Mar-22,$310K,,-41.00%,3,,200.00%,1,,,,,,97,,3,,,
"Dayton, WY",Jun-22,$618K,,59.60%,2,,0.00%,2,,-33.30%,3,,0.00%,48,,13,,,
"Dayton, WY",Jul-22,$469K,-24.00%,59.10%,2,0.00%,100.00%,1,-50.00%,0.00%,2,-33.30%,-33.30%,52,4,12,,,
"Dayton, WY",Aug-22,$530K,12.90%,41.50%,1,-50.00%,-50.00%,1,0.00%,,2,0.00%,100.00%,53,1,5,96.90%,,
"Dayton, WY",Sep-22,$305K,-42.50%,-49.20%,1,0.00%,0.00%,,,,1,-50.00%,,37,-16,-55,,,
"Dayton, WY",Aug-23,$435K,,-17.90%,1,,0.00%,1,,0.00%,5,,150.00%,84,,31,95.60%,,-1.30%
"Dayton, WY",Oct-23,$345K,,,2,,,,,,3,,,134,,,97.80%,,
"Dayton, WY",Nov-23,$375K,8.70%,,1,-50.00%,,1,,,3,0.00%,,77,-57,,,,
"Dayton, WY",Jan-24,$490K,,,2,,,3,,,5,,,101,,,,,
"Dayton, WY",Apr-24,$450K,,,1,,,3,,,7,,,79,,,100.00%,,
"Dayton, WY",Jun-24,$525K,,,3,,,,,,2,,,80,,,,,
"Dubois, WY",Aug-15,$116K,,,1,,,5,,,23,,,322,,,,,
"Dubois, WY",Sep-15,$46K,-60.80%,,1,0.00%,,,,,21,-8.70%,,143,-179,,100.00%,,
"Dubois, WY",Oct-15,$235K,416.50%,,1,0.00%,,,,,18,-14.30%,,101,-42,,100.00%,0.00%,
"Dubois, WY",Dec-15,$315K,,,2,,,,,,16,,,210,,,95.00%,,
"Dubois, WY",Jan-16,$89K,-71.70%,,1,-50.00%,,1,,,16,0.00%,,168,-42,,99.00%,4.00%,
"Dubois, WY",Mar-16,$50K,,,1,,,1,,,14,,,234,,,100.00%,,
"Dubois, WY",Apr-16,$460K,829.30%,,4,300.00%,,2,100.00%,,12,-14.30%,,329,95,,89.30%,-10.70%,
"Dubois, WY",May-16,$210K,-54.30%,,1,-75.00%,,1,-50.00%,,11,-8.30%,,"1,401","1,072",,92.90%,3.60%,
"Dubois, WY",Jun-16,$67K,-68.10%,,2,100.00%,,4,300.00%,,11,0.00%,,238,"-1,163",,98.00%,5.10%,
"Dubois, WY",Jul-16,$173K,157.50%,,2,0.00%,,2,-50.00%,,10,-9.10%,,55,-183,,96.00%,-2.00%,
"Dubois, WY",Aug-16,$150K,-13.00%,29.30%,3,50.00%,200.00%,1,-50.00%,-80.00%,7,-30.00%,-69.60%,137,82,-185,98.00%,2.00%,
"Dubois, WY",Oct-16,$293K,,24.70%,4,,300.00%,1,,,6,,-66.70%,503,,402,94.80%,,-5.20%
"Dubois, WY",Dec-16,$450K,,42.90%,1,,-50.00%,,,,6,,-62.50%,"1,013",,803,93.80%,,-1.30%
"Dubois, WY",Feb-17,$127K,,,2,,,,,,3,,,160,,,93.20%,,
"Dubois, WY",Mar-17,$33K,-74.40%,-34.30%,1,-50.00%,0.00%,2,,100.00%,4,33.30%,-71.40%,275,115,41,81.50%,-11.80%,-18.50%
"Dubois, WY",Apr-17,$199K,512.30%,-56.70%,1,0.00%,-75.00%,2,0.00%,0.00%,6,50.00%,-50.00%,660,385,331,,,
"Dubois, WY",May-17,$157K,-21.10%,-25.20%,2,100.00%,100.00%,,,,4,-33.30%,-63.60%,396,-264,"-1,005",99.70%,,6.80%
"Dubois, WY",Jun-17,$305K,94.30%,355.20%,1,-50.00%,-50.00%,4,,0.00%,7,75.00%,-36.40%,61,-335,-177,93.80%,-5.80%,-4.20%
"Dubois, WY",Jul-17,$155K,-49.30%,-10.40%,2,100.00%,0.00%,2,-50.00%,0.00%,9,28.60%,-10.00%,"1,138","1,077","1,083",96.70%,2.90%,0.70%
"Dubois, WY",Aug-17,$197K,27.50%,31.30%,2,0.00%,-33.30%,1,-50.00%,0.00%,8,-11.10%,14.30%,94,"-1,044",-43,98.30%,1.60%,0.40%
"Dubois, WY",Sep-17,$255K,29.40%,,1,-50.00%,,2,100.00%,,9,12.50%,,98,4,,98.40%,0.10%,
"Dubois, WY",Nov-17,$310K,,,3,,,,,,10,,,156,,,83.50%,,
"Dubois, WY",Dec-17,$200K,-35.50%,-55.60%,2,-33.30%,100.00%,,,,8,-20.00%,33.30%,177,21,-836,99.10%,15.60%,5.30%
"Dubois, WY",Jan-18,$149K,-25.60%,,2,0.00%,,1,,,7,-12.50%,,160,-17,,88.80%,-10.30%,
"Dubois, WY",Apr-18,"$1,994K",,902.00%,2,,100.00%,1,,-50.00%,11,,83.30%,515,,-145,100.00%,,
"Dubois, WY",May-18,$188K,-90.60%,19.40%,2,0.00%,0.00%,1,0.00%,,10,-9.10%,150.00%,132,-383,-264,88.80%,-11.20%,-10.90%
"Dubois, WY",Jun-18,$195K,4.00%,-36.10%,3,50.00%,200.00%,1,0.00%,-75.00%,8,-20.00%,14.30%,68,-64,7,95.30%,6.50%,1.50%
"Dubois, WY",Jul-18,$280K,43.60%,81.20%,1,-66.70%,-50.00%,2,100.00%,0.00%,8,0.00%,-11.10%,"1,390","1,322",252,93.60%,-1.70%,-3.10%
"Dubois, WY",Aug-18,$290K,3.60%,47.20%,2,100.00%,0.00%,3,50.00%,200.00%,10,25.00%,25.00%,599,-791,505,100.00%,6.40%,1.70%
"Dubois, WY",Oct-18,$172K,,,3,,,3,,,11,,,57,,,95.40%,,
"Dubois, WY",Nov-18,$228K,32.30%,-26.50%,1,-66.70%,-66.70%,5,66.70%,,15,36.40%,50.00%,58,1,-98,100.50%,5.10%,17.00%
"Dubois, WY",Dec-18,$170K,-25.40%,-15.00%,3,200.00%,50.00%,,,,12,-20.00%,50.00%,98,40,-79,94.10%,-6.30%,-4.90%
"Dubois, WY",Jan-19,$160K,-5.90%,7.50%,1,-66.70%,-50.00%,2,,100.00%,12,0.00%,71.40%,65,-33,-95,100.00%,5.90%,11.20%
"Dubois, WY",Feb-19,$330K,106.40%,,3,200.00%,,,,,9,-25.00%,,114,49,,93.80%,-6.20%,
"Dubois, WY",Apr-19,$181K,,-90.90%,1,,-50.00%,,,,9,,-18.20%,84,,-431,95.70%,,-4.30%
"Dubois, WY",May-19,$190K,5.10%,1.30%,1,0.00%,-50.00%,,,,8,-11.10%,-20.00%,158,74,26,88.40%,-7.30%,-0.50%
"Dubois, WY",Jul-19,$133K,,-52.70%,1,,0.00%,3,,50.00%,11,,37.50%,393,,-997,,,
"Dubois, WY",Aug-19,$213K,60.90%,-26.50%,2,100.00%,0.00%,1,-66.70%,-66.70%,8,-27.30%,-20.00%,40,-353,-559,91.30%,,-8.70%
"Dubois, WY",Sep-19,$195K,-8.60%,,1,-50.00%,,2,100.00%,,9,12.50%,,42,2,,100.00%,8.70%,
"Dubois, WY",Oct-19,$245K,25.70%,42.20%,2,100.00%,-33.30%,,,,7,-22.20%,-36.40%,292,250,235,98.90%,-1.10%,3.40%
"Dubois, WY",Dec-19,$289K,,70.10%,2,,-33.30%,2,,,6,,-50.00%,233,,135,97.70%,,3.50%
"Dubois, WY",Jan-20,$173K,-40.30%,7.90%,1,-50.00%,0.00%,1,-50.00%,-50.00%,5,-16.70%,-58.30%,39,-194,-26,106.20%,8.50%,6.20%
"Dubois, WY",Feb-20,$211K,22.30%,-36.10%,1,0.00%,-66.70%,2,100.00%,,7,40.00%,-22.20%,410,371,296,98.10%,-8.00%,4.30%
"Dubois, WY",Mar-20,$404K,91.40%,,2,100.00%,,1,-50.00%,,7,0.00%,,"1,239",829,,97.20%,-0.90%,
"Dubois, WY",Apr-20,$50K,-87.60%,-72.40%,1,-50.00%,0.00%,,,,6,-14.30%,-33.30%,56,"-1,183",-28,83.50%,-13.80%,-12.20%
"Dubois, WY",May-20,$184K,268.00%,-3.20%,2,100.00%,100.00%,,,,4,-33.30%,-50.00%,240,184,82,97.00%,13.50%,8.60%
"Dubois, WY",Aug-20,$235K,,10.20%,1,,-50.00%,2,,100.00%,6,,-25.00%,59,,19,98.30%,,7.00%
"Dubois, WY",Sep-20,$105K,-55.40%,-46.20%,1,0.00%,0.00%,1,-50.00%,-50.00%,5,-16.70%,-44.40%,32,-27,-10,100.00%,1.70%,0.00%
"Dubois, WY",Oct-20,$212K,102.10%,-13.50%,1,0.00%,-50.00%,1,0.00%,,5,0.00%,-28.60%,280,248,-12,96.80%,-3.20%,-2.10%
"Dubois, WY",Nov-20,$395K,86.30%,,1,0.00%,,,,,4,-20.00%,,150,-130,,99.00%,2.20%,
"Dubois, WY",Dec-20,$800K,102.50%,176.70%,1,0.00%,-50.00%,,,,4,0.00%,-33.30%,"1,018",868,785,100.00%,1.00%,2.30%
"Dubois, WY",Jan-21,$106K,-86.70%,-38.60%,1,0.00%,0.00%,2,,100.00%,5,25.00%,0.00%,11,"-1,007",-28,101.00%,1.00%,-5.20%
"Dubois, WY",Mar-21,$241K,,-40.30%,6,,200.00%,3,,200.00%,5,,-28.60%,585,,-654,90.20%,,-7.00%
"Dubois, WY",Apr-21,$238K,-1.30%,376.00%,1,-83.30%,0.00%,4,33.30%,,8,60.00%,33.30%,170,-415,114,100.00%,9.80%,16.50%
"Dubois, WY",May-21,$549K,130.70%,198.40%,3,200.00%,50.00%,3,-25.00%,,10,25.00%,150.00%,428,258,188,100.00%,0.00%,3.00%
"Dubois, WY",Jun-21,$387K,-29.50%,,2,-33.30%,,1,-66.70%,,8,-20.00%,,51,-377,,101.70%,1.70%,
"Dubois, WY",Jul-21,$235K,-39.30%,,2,0.00%,,1,0.00%,,8,0.00%,,"1,606","1,555",,97.20%,-4.50%,
"Dubois, WY",Aug-21,$204K,-13.40%,-13.40%,2,0.00%,100.00%,1,0.00%,-50.00%,6,-25.00%,0.00%,88,"-1,518",29,99.30%,2.10%,0.90%
"Dubois, WY",Sep-21,$324K,59.20%,208.90%,4,100.00%,300.00%,,,,3,-50.00%,-40.00%,131,43,99,96.40%,-2.80%,-3.60%
"Dubois, WY",Nov-21,$292K,,-26.10%,2,,100.00%,1,,,2,,-50.00%,121,,-29,97.70%,,-1.30%
"Dubois, WY",Mar-22,$218K,,-9.80%,2,,-66.70%,2,,-33.30%,7,,40.00%,70,,-515,98.40%,,8.20%
"Dubois, WY",Apr-22,$400K,83.90%,68.10%,3,50.00%,200.00%,,,,5,-28.60%,-37.50%,108,38,-62,95.50%,-2.90%,-4.50%
"Dubois, WY",May-22,$259K,-35.40%,-52.90%,2,-33.30%,-33.30%,5,,66.70%,7,40.00%,-30.00%,66,-42,-362,95.80%,0.30%,-4.20%
"Dubois, WY",Jun-22,$365K,41.20%,-5.70%,1,-50.00%,-50.00%,4,-20.00%,300.00%,10,42.90%,25.00%,303,237,252,96.60%,0.80%,-5.10%
"Dubois, WY",Jul-22,$563K,54.10%,139.40%,2,100.00%,0.00%,2,-50.00%,100.00%,10,0.00%,25.00%,124,-179,"-1,482",94.70%,-1.90%,-2.50%
"Dubois, WY",Aug-22,$293K,-48.00%,43.70%,4,100.00%,100.00%,2,0.00%,100.00%,7,-30.00%,16.70%,63,-61,-25,85.70%,-9.00%,-13.60%
"Dubois, WY",Sep-22,$395K,35.00%,21.90%,4,0.00%,0.00%,1,-50.00%,,4,-42.90%,33.30%,86,23,-45,90.70%,5.00%,-5.80%
