Region,Month of Period End,Median Sale Price,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM ,Average Sale To List YoY 
"Barrington, RI",Mar-15,$325K,-17.80%,-13.40%,24,84.60%,84.60%,36,12.50%,-36.80%,128,-0.80%,-16.30%,142,35,2,94.30%,-0.70%,-3.00%
"Barrington, RI",Apr-15,$300K,-7.60%,-19.20%,17,-29.20%,-15.00%,68,88.90%,47.80%,170,32.80%,4.90%,155,13,80,98.50%,4.20%,2.20%
"Barrington, RI",May-15,$456K,52.00%,18.60%,37,117.60%,85.00%,66,-2.90%,24.50%,184,8.20%,5.10%,88,-67,22,96.80%,-1.70%,1.00%
"Barrington, RI",Jun-15,$320K,-29.80%,-16.90%,33,-10.80%,-26.70%,63,-4.50%,16.70%,201,9.20%,5.80%,56,-32,-2,98.10%,1.30%,2.20%
"Barrington, RI",Jul-15,$392K,22.40%,-9.90%,42,27.30%,23.50%,34,-46.00%,-2.90%,188,-6.50%,-1.60%,52,-4,-18,97.70%,-0.40%,2.60%
"Barrington, RI",Aug-15,$470K,20.00%,27.00%,33,-21.40%,0.00%,25,-26.50%,8.70%,165,-12.20%,-4.60%,69,17,-25,97.40%,-0.30%,1.80%
"Barrington, RI",Sep-15,$366K,-22.20%,-5.70%,22,-33.30%,10.00%,21,-16.00%,-22.20%,156,-5.50%,-1.90%,91,22,15,94.00%,-3.40%,-2.00%
"Barrington, RI",Oct-15,$388K,6.00%,-7.70%,23,4.50%,0.00%,33,57.10%,43.50%,144,-7.70%,-10.60%,100,9,-9,94.60%,0.60%,-0.30%
"Barrington, RI",Nov-15,$339K,-12.50%,4.90%,29,26.10%,163.60%,22,-33.30%,46.70%,128,-11.10%,-12.90%,130,30,19,93.80%,-0.80%,-1.20%
"Barrington, RI",Dec-15,$493K,45.30%,56.30%,21,-27.60%,0.00%,15,-31.80%,36.40%,112,-12.50%,-5.90%,144,14,25,96.40%,2.60%,0.70%
"Barrington, RI",Jan-16,$377K,-23.50%,13.00%,18,-14.30%,28.60%,22,46.70%,0.00%,102,-8.90%,-13.60%,101,-43,-83,96.20%,-0.20%,1.80%
"Barrington, RI",Feb-16,$352K,-6.60%,-10.90%,16,-11.10%,23.10%,27,22.70%,-15.60%,112,9.80%,-13.20%,105,4,-2,92.90%,-3.30%,-2.10%
"Barrington, RI",Mar-16,$357K,1.40%,9.90%,20,25.00%,-16.70%,57,111.10%,58.30%,133,18.80%,3.90%,112,7,-30,95.80%,2.90%,1.50%
"Barrington, RI",Apr-16,$307K,-13.90%,2.40%,30,50.00%,76.50%,50,-12.30%,-26.50%,128,-3.80%,-24.70%,58,-54,-97,97.40%,1.60%,-1.10%
"Barrington, RI",May-16,$376K,22.30%,-17.60%,42,40.00%,13.50%,66,32.00%,0.00%,149,16.40%,-19.00%,67,9,-21,95.60%,-1.80%,-1.20%
"Barrington, RI",Jun-16,$475K,26.40%,48.40%,35,-16.70%,6.10%,33,-50.00%,-47.60%,141,-5.40%,-29.90%,75,8,19,96.50%,0.90%,-1.60%
"Barrington, RI",Jul-16,$360K,-24.20%,-8.10%,43,22.90%,2.40%,39,18.20%,14.70%,130,-7.80%,-30.90%,45,-30,-7,97.00%,0.50%,-0.70%
"Barrington, RI",Aug-16,$400K,11.10%,-14.90%,35,-18.60%,6.10%,35,-10.30%,40.00%,132,1.50%,-20.00%,58,13,-11,96.10%,-0.90%,-1.30%
"Barrington, RI",Sep-16,$336K,-16.10%,-8.20%,26,-25.70%,18.20%,25,-28.60%,19.00%,133,0.80%,-14.70%,73,15,-18,95.50%,-0.60%,1.50%
"Barrington, RI",Oct-16,$389K,15.90%,0.40%,23,-11.50%,0.00%,26,4.00%,-21.20%,121,-9.00%,-16.00%,127,54,27,96.50%,1.00%,1.90%
"Barrington, RI",Nov-16,$374K,-4.00%,10.20%,22,-4.30%,-24.10%,19,-26.90%,-13.60%,114,-5.80%,-10.90%,80,-47,-50,95.10%,-1.40%,1.30%
"Barrington, RI",Dec-16,$373K,-0.10%,-24.30%,27,22.70%,28.60%,10,-47.40%,-33.30%,86,-24.60%,-23.20%,125,45,-19,95.50%,0.40%,-1.00%
"Barrington, RI",Jan-17,$460K,23.30%,22.00%,21,-22.20%,16.70%,27,170.00%,22.70%,94,9.30%,-7.80%,87,-38,-14,94.50%,-1.00%,-1.70%
"Barrington, RI",Feb-17,$318K,-30.80%,-9.60%,14,-33.30%,-12.50%,28,3.70%,3.70%,100,6.40%,-10.70%,167,80,62,93.20%,-1.30%,0.30%
"Barrington, RI",Mar-17,$435K,36.70%,21.90%,18,28.60%,-10.00%,58,107.10%,1.80%,133,33.00%,0.00%,140,-27,28,95.30%,2.10%,-0.50%
"Barrington, RI",Apr-17,$319K,-26.70%,3.80%,23,27.80%,-23.30%,56,-3.40%,12.00%,134,0.80%,4.70%,59,-81,1,96.60%,1.30%,-0.80%
"Barrington, RI",May-17,$441K,38.10%,17.20%,41,78.30%,-2.40%,56,0.00%,-15.20%,142,6.00%,-4.70%,58,-1,-9,97.20%,0.60%,1.70%
"Barrington, RI",Jun-17,$439K,-0.30%,-7.60%,63,53.70%,80.00%,46,-17.90%,39.40%,129,-9.20%,-8.50%,53,-5,-22,97.20%,0.00%,0.70%
"Barrington, RI",Jul-17,$415K,-5.50%,15.30%,29,-54.00%,-32.60%,35,-23.90%,-10.30%,126,-2.30%,-3.10%,67,14,22,97.50%,0.30%,0.50%
"Barrington, RI",Aug-17,$403K,-3.00%,0.60%,48,65.50%,37.10%,26,-25.70%,-25.70%,104,-17.50%,-21.20%,54,-13,-4,96.80%,-0.70%,0.70%
"Barrington, RI",Sep-17,$369K,-8.30%,10.00%,26,-45.80%,0.00%,34,30.80%,36.00%,104,0.00%,-21.80%,72,18,-1,95.30%,-1.50%,-0.20%
"Barrington, RI",Oct-17,$527K,42.80%,35.50%,38,46.20%,65.20%,21,-38.20%,-19.20%,88,-15.40%,-27.30%,73,1,-54,96.80%,1.50%,0.30%
"Barrington, RI",Nov-17,$398K,-24.60%,6.40%,22,-42.10%,0.00%,18,-14.30%,-5.30%,77,-12.50%,-32.50%,104,31,24,94.60%,-2.20%,-0.50%
"Barrington, RI",Dec-17,$380K,-4.40%,1.90%,21,-4.50%,-22.20%,8,-55.60%,-20.00%,60,-22.10%,-30.20%,48,-56,-77,95.80%,1.20%,0.40%
"Barrington, RI",Jan-18,$619K,62.80%,34.50%,15,-28.60%,-28.60%,22,175.00%,-18.50%,69,15.00%,-26.60%,96,48,9,96.80%,1.00%,2.30%
"Barrington, RI",Feb-18,$500K,-19.20%,57.10%,9,-40.00%,-35.70%,31,40.90%,10.70%,85,23.20%,-15.00%,57,-39,-110,94.50%,-2.30%,1.30%
"Barrington, RI",Mar-18,$355K,-29.10%,-18.50%,20,122.20%,11.10%,40,29.00%,-31.00%,93,9.40%,-30.10%,56,-1,-84,97.10%,2.60%,1.80%
"Barrington, RI",Apr-18,$481K,35.60%,50.70%,26,30.00%,13.00%,57,42.50%,1.80%,118,26.90%,-11.90%,41,-15,-18,97.50%,0.50%,0.90%
"Barrington, RI",May-18,$400K,-16.80%,-9.20%,31,19.20%,-24.40%,69,21.10%,23.20%,151,28.00%,6.30%,54,13,-4,96.90%,-0.60%,-0.30%
"Barrington, RI",Jun-18,$474K,18.40%,7.90%,51,64.50%,-19.00%,45,-34.80%,-2.20%,150,-0.70%,16.30%,59,5,6,99.00%,2.00%,1.80%
"Barrington, RI",Jul-18,$457K,-3.50%,10.10%,44,-13.70%,51.70%,38,-15.60%,8.60%,143,-4.70%,13.50%,53,-6,-14,97.10%,-1.90%,-0.40%
"Barrington, RI",Aug-18,$390K,-14.70%,-3.10%,26,-40.90%,-45.80%,36,-5.30%,38.50%,142,-0.70%,36.50%,79,26,25,96.00%,-1.10%,-0.80%
"Barrington, RI",Sep-18,$500K,28.20%,35.50%,24,-7.70%,-7.70%,30,-16.70%,-11.80%,140,-1.40%,34.60%,89,10,17,95.60%,-0.40%,0.30%
"Barrington, RI",Oct-18,$455K,-9.00%,-13.70%,27,12.50%,-28.90%,33,10.00%,57.10%,135,-3.60%,53.40%,87,-2,14,95.20%,-0.40%,-1.60%
"Barrington, RI",Nov-18,$392K,-13.80%,-1.40%,23,-14.80%,4.50%,19,-42.40%,5.60%,114,-15.60%,48.10%,104,17,0,96.70%,1.50%,2.10%
"Barrington, RI",Dec-18,$532K,35.70%,40.00%,20,-13.00%,-4.80%,11,-42.10%,37.50%,95,-16.70%,58.30%,92,-12,44,96.60%,-0.10%,0.70%
"Barrington, RI",Jan-19,$369K,-30.70%,-40.40%,24,20.00%,60.00%,23,109.10%,4.50%,91,-4.20%,31.90%,130,38,34,95.50%,-1.00%,-1.30%
"Barrington, RI",Feb-19,$439K,19.10%,-12.20%,15,-37.50%,66.70%,18,-21.70%,-41.90%,85,-6.60%,0.00%,35,-95,-22,99.20%,3.70%,4.70%
"Barrington, RI",Mar-19,$376K,-14.30%,6.10%,24,60.00%,20.00%,69,283.30%,72.50%,121,42.40%,30.10%,96,61,40,97.30%,-1.90%,0.30%
"Barrington, RI",Apr-19,$440K,16.90%,-8.50%,31,29.20%,19.20%,54,-21.70%,-5.30%,137,13.20%,16.10%,52,-44,11,95.40%,-1.90%,-2.10%
"Barrington, RI",May-19,$495K,12.50%,23.80%,25,-19.40%,-19.40%,48,-11.10%,-30.40%,149,8.80%,-1.30%,49,-3,-5,97.90%,2.40%,0.90%
"Barrington, RI",Jun-19,$435K,-12.10%,-8.10%,41,64.00%,-19.60%,45,-6.30%,0.00%,145,-2.70%,-3.30%,52,3,-7,97.80%,-0.10%,-1.20%
"Barrington, RI",Jul-19,$450K,3.40%,-1.50%,47,14.60%,6.80%,38,-15.60%,0.00%,117,-19.30%,-18.20%,70,18,17,97.00%,-0.80%,-0.10%
"Barrington, RI",Aug-19,$465K,3.20%,19.10%,48,2.10%,84.60%,34,-10.50%,-5.60%,108,-7.70%,-23.90%,57,-13,-22,97.30%,0.30%,1.40%
"Barrington, RI",Sep-19,$420K,-9.70%,-16.10%,25,-47.90%,4.20%,34,0.00%,13.30%,108,0.00%,-22.90%,67,10,-22,96.00%,-1.30%,0.40%
"Barrington, RI",Oct-19,$490K,16.80%,7.70%,29,16.00%,7.40%,31,-8.80%,-6.10%,106,-1.90%,-21.50%,60,-7,-27,96.60%,0.50%,1.30%
"Barrington, RI",Nov-19,$415K,-15.30%,5.90%,25,-13.80%,8.70%,21,-32.30%,10.50%,100,-5.70%,-12.30%,56,-4,-48,97.10%,0.50%,0.40%
"Barrington, RI",Dec-19,$390K,-6.00%,-26.70%,31,24.00%,55.00%,7,-66.70%,-36.40%,69,-31.00%,-27.40%,87,31,-5,96.10%,-0.90%,-0.40%
"Barrington, RI",Jan-20,$440K,12.80%,19.40%,16,-48.40%,-33.30%,25,257.10%,8.70%,74,7.20%,-18.70%,98,11,-32,97.20%,1.00%,1.70%
"Barrington, RI",Feb-20,$438K,-0.60%,-0.30%,12,-25.00%,-20.00%,32,28.00%,77.80%,83,12.20%,-2.40%,86,-12,51,97.50%,0.30%,-1.80%
"Barrington, RI",Mar-20,$599K,36.90%,59.20%,29,141.70%,20.80%,46,43.80%,-33.30%,90,8.40%,-25.60%,105,19,9,96.30%,-1.10%,-1.00%
"Barrington, RI",Apr-20,$436K,-27.20%,-0.90%,18,-37.90%,-41.90%,23,-50.00%,-57.40%,84,-6.70%,-38.70%,61,-44,9,98.10%,1.80%,2.70%
"Barrington, RI",May-20,$492K,12.70%,-0.70%,30,66.70%,20.00%,40,73.90%,-16.70%,95,13.10%,-36.20%,57,-4,8,97.80%,-0.30%,-0.10%
"Barrington, RI",Jun-20,$490K,-0.40%,12.60%,32,6.70%,-22.00%,47,17.50%,4.40%,94,-1.10%,-35.20%,69,12,17,98.10%,0.30%,0.30%
"Barrington, RI",Jul-20,$500K,2.00%,11.00%,49,53.10%,4.30%,26,-44.70%,-31.60%,70,-25.50%,-40.20%,51,-18,-19,97.80%,-0.20%,0.90%
"Barrington, RI",Aug-20,$460K,-7.90%,-1.00%,43,-12.20%,-10.40%,44,69.20%,29.40%,75,7.10%,-30.60%,48,-3,-9,98.80%,0.90%,1.40%
"Barrington, RI",Sep-20,$448K,-2.70%,6.70%,38,-11.60%,52.00%,20,-54.50%,-41.20%,60,-20.00%,-44.40%,48,0,-19,99.50%,0.70%,3.50%
"Barrington, RI",Oct-20,$460K,2.80%,-6.10%,37,-2.60%,27.60%,33,65.00%,6.50%,71,18.30%,-33.00%,58,10,-2,98.30%,-1.20%,1.70%
"Barrington, RI",Nov-20,$495K,7.60%,19.30%,28,-24.30%,12.00%,19,-42.40%,-9.50%,50,-29.60%,-50.00%,68,10,12,98.60%,0.40%,1.50%
"Barrington, RI",Dec-20,$500K,1.00%,28.20%,23,-17.90%,-25.80%,14,-26.30%,100.00%,40,-20.00%,-42.00%,41,-27,-46,103.10%,4.50%,7.00%
"Barrington, RI",Jan-21,$480K,-4.00%,9.10%,19,-17.40%,18.80%,10,-28.60%,-60.00%,33,-17.50%,-55.40%,54,13,-44,99.40%,-3.70%,2.20%
"Barrington, RI",Feb-21,$530K,10.40%,21.10%,13,-31.60%,8.30%,16,60.00%,-50.00%,32,-3.00%,-61.40%,70,16,-16,102.60%,3.20%,5.10%
"Barrington, RI",Mar-21,$415K,-21.70%,-30.70%,17,30.80%,-41.40%,36,125.00%,-21.70%,38,18.80%,-57.80%,38,-32,-67,102.20%,-0.40%,5.90%
"Barrington, RI",Apr-21,$557K,34.20%,27.70%,33,94.10%,83.30%,44,22.20%,91.30%,41,7.90%,-51.20%,37,-1,-24,102.50%,0.30%,4.40%
"Barrington, RI",May-21,$575K,3.20%,16.90%,21,-36.40%,-30.00%,41,-6.80%,2.50%,51,24.40%,-46.30%,14,-23,-43,104.10%,1.50%,6.30%
"Barrington, RI",Jun-21,$713K,23.90%,45.50%,42,100.00%,31.30%,51,24.40%,8.50%,52,2.00%,-44.70%,26,12,-43,105.10%,1.00%,7.00%
"Barrington, RI",Jul-21,$667K,-6.40%,33.50%,41,-2.40%,-16.30%,44,-13.70%,69.20%,58,11.50%,-17.10%,23,-3,-28,102.60%,-2.50%,4.80%
"Barrington, RI",Aug-21,$575K,-13.80%,25.00%,41,0.00%,-4.70%,35,-20.50%,-20.50%,46,-20.70%,-38.70%,27,4,-21,101.80%,-0.90%,3.00%
"Barrington, RI",Sep-21,$550K,-4.30%,22.90%,39,-4.90%,2.60%,24,-31.40%,20.00%,32,-30.40%,-46.70%,28,1,-20,101.10%,-0.60%,1.60%
"Barrington, RI",Oct-21,$525K,-4.50%,14.10%,31,-20.50%,-16.20%,31,29.20%,-6.10%,36,12.50%,-49.30%,28,0,-30,98.90%,-2.20%,0.60%
"Barrington, RI",Nov-21,$475K,-9.50%,-4.00%,23,-25.80%,-17.90%,21,-32.30%,10.50%,30,-16.70%,-40.00%,29,1,-39,101.50%,2.60%,2.90%
"Barrington, RI",Dec-21,$590K,24.20%,18.00%,27,17.40%,17.40%,8,-61.90%,-42.90%,22,-26.70%,-45.00%,28,-1,-13,99.00%,-2.50%,-4.10%
"Barrington, RI",Jan-22,$506K,-14.20%,5.40%,19,-29.60%,0.00%,16,100.00%,60.00%,18,-18.20%,-45.50%,30,2,-24,98.70%,-0.30%,-0.70%
"Barrington, RI",Feb-22,$613K,21.00%,15.60%,16,-15.80%,23.10%,23,43.80%,43.80%,18,0.00%,-43.80%,37,7,-33,99.70%,1.00%,-2.90%
"Barrington, RI",Mar-22,$522K,-14.80%,25.70%,20,25.00%,17.60%,51,121.70%,41.70%,33,83.30%,-13.20%,18,-19,-20,101.40%,1.70%,-0.80%
"Barrington, RI",Apr-22,$630K,20.70%,13.10%,33,65.00%,0.00%,38,-25.50%,-13.60%,31,-6.10%,-24.40%,8,-10,-29,104.90%,3.50%,2.40%
"Barrington, RI",May-22,$725K,15.10%,26.10%,35,6.10%,66.70%,28,-26.30%,-31.70%,22,-29.00%,-56.90%,14,6,0,104.10%,-0.80%,0.00%
"Barrington, RI",Jun-22,$750K,3.40%,5.30%,39,11.40%,-7.10%,28,0.00%,-45.10%,27,22.70%,-48.10%,10,-4,-16,104.90%,0.80%,-0.20%
"Barrington, RI",Jul-22,$701K,-6.50%,5.10%,23,-41.00%,-43.90%,28,0.00%,-36.40%,40,48.10%,-31.00%,10,0,-13,110.40%,5.50%,7.70%
"Barrington, RI",Aug-22,$655K,-6.60%,13.90%,24,4.30%,-41.50%,23,-17.90%,-34.30%,37,-7.50%,-19.60%,8,-2,-19,103.10%,-7.30%,1.30%
"Barrington, RI",Sep-22,$550K,-16.00%,0.00%,15,-37.50%,-61.50%,25,8.70%,4.20%,39,5.40%,21.90%,41,33,13,100.50%,-2.60%,-0.60%
"Barrington, RI",Oct-22,$601K,9.30%,14.50%,20,33.30%,-35.50%,16,-36.00%,-48.40%,31,-20.50%,-13.90%,32,-9,4,97.60%,-2.90%,-1.20%
"Barrington, RI",Nov-22,$510K,-15.10%,7.40%,19,-5.00%,-17.40%,14,-12.50%,-33.30%,24,-22.60%,-20.00%,31,-1,2,98.20%,0.50%,-3.30%
"Barrington, RI",Dec-22,$810K,58.80%,37.30%,15,-21.10%,-44.40%,11,-21.40%,37.50%,19,-20.80%,-13.60%,31,0,3,100.40%,2.20%,1.30%
"Barrington, RI",Jan-23,$660K,-18.50%,30.40%,12,-20.00%,-36.80%,14,27.30%,-12.50%,29,52.60%,61.10%,16,-15,-14,98.50%,-1.80%,-0.20%
"Barrington, RI",Feb-23,$675K,2.30%,10.20%,7,-41.70%,-56.30%,15,7.10%,-34.80%,32,10.30%,77.80%,14,-2,-23,97.50%,-1.10%,-2.20%
"Barrington, RI",Mar-23,$550K,-18.50%,5.40%,15,114.30%,-25.00%,17,13.30%,-66.70%,20,-37.50%,-39.40%,63,49,45,96.80%,-0.70%,-4.50%
"Barrington, RI",Apr-23,$650K,18.20%,3.20%,17,13.30%,-48.50%,23,35.30%,-39.50%,21,5.00%,-32.30%,29,-34,21,99.60%,2.80%,-5.30%
"Barrington, RI",May-23,$625K,-3.80%,-13.80%,23,35.30%,-34.30%,34,47.80%,21.40%,29,38.10%,31.80%,13,-16,-1,104.40%,4.70%,0.30%
"Barrington, RI",Jun-23,$815K,30.30%,8.60%,28,21.70%,-28.20%,26,-23.50%,-7.10%,24,-17.20%,-11.10%,10,-3,0,105.10%,0.80%,0.20%
"Barrington, RI",Jul-23,$689K,-15.40%,-1.70%,27,-3.60%,17.40%,16,-38.50%,-42.90%,18,-25.00%,-55.00%,14,4,4,103.30%,-1.80%,-7.10%
"Barrington, RI",Aug-23,$750K,8.90%,14.50%,23,-14.80%,-4.20%,19,18.80%,-17.40%,22,22.20%,-40.50%,17,3,9,101.40%,-1.90%,-1.70%
"Barrington, RI",Sep-23,$767K,2.30%,39.50%,18,-21.70%,20.00%,16,-15.80%,-36.00%,16,-27.30%,-59.00%,31,14,-10,98.40%,-3.00%,-2.20%
"Barrington, RI",Oct-23,$690K,-10.10%,14.80%,13,-27.80%,-35.00%,20,25.00%,25.00%,21,31.30%,-32.30%,32,1,0,99.70%,1.30%,2.00%
"Barrington, RI",Nov-23,$662K,-4.10%,29.80%,8,-38.50%,-57.90%,8,-60.00%,-42.90%,21,0.00%,-12.50%,14,-18,-17,100.60%,0.90%,2.40%
"Barrington, RI",Dec-23,$808K,22.00%,-0.30%,10,25.00%,-33.30%,10,25.00%,-9.10%,15,-28.60%,-21.10%,16,2,-15,100.40%,-0.10%,0.10%
"Barrington, RI",Jan-24,$630K,-22.00%,-4.50%,13,30.00%,8.30%,11,10.00%,-21.40%,16,6.70%,-44.80%,42,26,26,98.50%,-2.00%,-0.10%
"Barrington, RI",Feb-24,$548K,-13.10%,-18.90%,8,-38.50%,14.30%,9,-18.20%,-40.00%,14,-12.50%,-56.30%,7,-35,-7,99.50%,1.00%,2.00%
"Barrington, RI",Mar-24,$602K,10.00%,9.50%,7,-12.50%,-53.30%,23,155.60%,35.30%,21,50.00%,5.00%,6,-1,-57,100.40%,1.00%,3.60%
"Barrington, RI",Apr-24,$560K,-7.00%,-13.80%,14,100.00%,-17.60%,28,21.70%,21.70%,28,33.30%,33.30%,23,17,-6,99.10%,-1.30%,-0.50%
"Barrington, RI",May-24,"$1,033K",84.40%,65.20%,16,14.30%,-30.40%,34,21.40%,0.00%,35,25.00%,20.70%,18,-5,5,102.50%,3.40%,-1.90%
"Barrington, RI",Jun-24,$845K,-18.20%,3.70%,27,68.80%,-3.60%,25,-26.50%,-3.80%,38,8.60%,58.30%,14,-4,4,104.30%,1.80%,-0.80%
"Bradford, RI",Jan-12,$95K,,,1,,,1,,,7,,,370,,,80.50%,,
"Bradford, RI",Mar-12,$95K,,,1,,,1,,,10,,,120,,,90.50%,,
"Bradford, RI",Apr-12,$133K,39.50%,-2.90%,2,100.00%,0.00%,4,300.00%,100.00%,11,10.00%,22.20%,94,-26,3,94.10%,3.60%,1.60%
"Bradford, RI",Aug-12,$145K,,-45.80%,5,,400.00%,3,,200.00%,8,,-38.50%,104,,-176,91.90%,,-7.10%
"Bradford, RI",Sep-12,$166K,14.50%,121.30%,3,-40.00%,200.00%,5,66.70%,400.00%,11,37.50%,-8.30%,180,76,127,97.30%,5.30%,8.90%
"Bradford, RI",Nov-12,$190K,,-17.00%,1,,-50.00%,3,,200.00%,11,,10.00%,124,,-6,84.40%,,-8.40%
"Bradford, RI",Dec-12,$125K,-34.20%,,2,100.00%,,2,-33.30%,,11,0.00%,,558,434,,88.00%,3.50%,
"Bradford, RI",Jan-13,$262K,109.60%,175.80%,2,0.00%,100.00%,1,-50.00%,0.00%,9,-18.20%,28.60%,31,-527,-339,93.70%,5.70%,13.20%
"Bradford, RI",Feb-13,$396K,51.10%,,2,0.00%,,1,0.00%,,8,-11.10%,,333,302,,90.00%,-3.70%,
"Bradford, RI",Apr-13,$228K,,72.10%,3,,50.00%,2,,-50.00%,8,,-27.30%,165,,71,92.90%,,-1.20%
"Bradford, RI",May-13,$350K,53.50%,,1,-66.70%,,2,0.00%,,8,0.00%,,462,297,,95.90%,3.00%,
"Bradford, RI",Jul-13,$148K,,,1,,,,,,7,,,81,,,92.60%,,
"Bradford, RI",Aug-13,$220K,48.60%,51.70%,1,0.00%,-80.00%,1,,-66.70%,7,0.00%,-12.50%,224,143,120,92.10%,-0.50%,0.10%
"Bradford, RI",Sep-13,$285K,29.50%,71.70%,1,0.00%,-66.70%,3,200.00%,-40.00%,10,42.90%,-9.10%,301,77,121,95.00%,3.00%,-2.30%
"Bradford, RI",Nov-13,$178K,,-6.60%,1,,0.00%,1,,-66.70%,6,,-45.50%,102,,-22,93.90%,,9.50%
"Bradford, RI",Dec-13,$185K,4.20%,48.00%,3,200.00%,50.00%,,,,6,0.00%,-45.50%,43,-59,-515,90.70%,-3.20%,2.70%
"Bradford, RI",Apr-14,$245K,,7.50%,1,,-66.70%,5,,150.00%,8,,0.00%,1,,-164,98.40%,,5.50%
"Bradford, RI",Jul-14,$135K,,-8.50%,3,,200.00%,1,,,6,,-14.30%,47,,-34,89.00%,,-3.50%
"Bradford, RI",Aug-14,$80K,-40.90%,-63.60%,1,-66.70%,0.00%,3,200.00%,200.00%,6,0.00%,-14.30%,252,205,28,100.00%,11.00%,7.90%
"Bradford, RI",Sep-14,$154K,91.90%,-46.10%,2,100.00%,100.00%,3,0.00%,0.00%,7,16.70%,-30.00%,109,-143,-192,99.10%,-0.90%,4.10%
"Bradford, RI",Oct-14,$144K,-6.20%,,1,-50.00%,,4,33.30%,,11,57.10%,,336,227,,94.20%,-4.90%,
"Bradford, RI",Dec-14,$197K,,6.60%,2,,-33.30%,3,,,12,,100.00%,46,,3,97.90%,,7.20%
"Bradford, RI",Jan-15,$185K,-6.20%,,3,50.00%,,,,,10,-16.70%,,76,30,,93.30%,-4.60%,
"Bradford, RI",Feb-15,$150K,-18.90%,,1,-66.70%,,1,,,11,10.00%,,52,-24,,96.80%,3.50%,
"Bradford, RI",Apr-15,$244K,,-0.40%,1,,0.00%,2,,-60.00%,12,,50.00%,252,,251,98.00%,,-0.40%
"Bradford, RI",Jul-15,$192K,,42.20%,2,,-33.30%,1,,0.00%,13,,116.70%,95,,48,95.00%,,6.00%
"Bradford, RI",Aug-15,$103K,-46.50%,28.80%,1,-50.00%,0.00%,1,0.00%,-66.70%,10,-23.10%,66.70%,70,-25,-182,76.40%,-18.70%,-23.60%
"Bradford, RI",Sep-15,$188K,82.00%,22.10%,2,100.00%,0.00%,5,400.00%,66.70%,10,0.00%,42.90%,227,157,118,95.70%,19.30%,-3.40%
"Bradford, RI",Oct-15,$710K,278.70%,393.10%,1,-50.00%,0.00%,,,,7,-30.00%,-36.40%,66,-161,-270,89.30%,-6.40%,-4.90%
"Bradford, RI",Nov-15,$204K,-71.30%,,4,300.00%,,3,,,8,14.30%,,83,17,,98.60%,9.30%,
"Bradford, RI",Jan-16,$178K,,-4.00%,1,,-66.70%,,,,6,,-40.00%,91,,15,93.50%,,0.20%
"Bradford, RI",Feb-16,$168K,-5.70%,11.70%,4,300.00%,300.00%,7,,600.00%,8,33.30%,-27.30%,214,123,162,96.90%,3.40%,0.10%
"Bradford, RI",Mar-16,$194K,15.70%,,2,-50.00%,,1,-85.70%,,8,0.00%,,208,-6,,99.90%,3.00%,
"Bradford, RI",Apr-16,$305K,57.40%,25.00%,1,-50.00%,0.00%,3,200.00%,50.00%,7,-12.50%,-41.70%,26,-182,-226,96.80%,-3.00%,-1.20%
"Bradford, RI",May-16,$194K,-36.40%,,3,200.00%,,5,66.70%,,11,57.10%,,41,15,,97.10%,0.30%,
"Bradford, RI",Jun-16,$215K,10.90%,,3,0.00%,,1,-80.00%,,10,-9.10%,,146,105,,98.60%,1.50%,
"Bradford, RI",Jul-16,$280K,30.20%,45.50%,1,-66.70%,-50.00%,2,100.00%,100.00%,11,10.00%,-15.40%,23,-123,-72,96.90%,-1.70%,1.90%
"Bradford, RI",Aug-16,$155K,-44.60%,50.50%,1,0.00%,0.00%,3,50.00%,200.00%,10,-9.10%,0.00%,110,87,40,94.00%,-2.90%,17.60%
"Bradford, RI",Sep-16,$195K,25.80%,4.00%,3,200.00%,50.00%,4,33.30%,-20.00%,11,10.00%,10.00%,645,535,418,96.90%,2.90%,1.30%
"Bradford, RI",Oct-16,$222K,14.10%,-68.70%,4,33.30%,300.00%,2,-50.00%,,12,9.10%,71.40%,63,-582,-3,98.00%,1.10%,8.70%
"Bradford, RI",Nov-16,$180K,-19.10%,-11.80%,1,-75.00%,-75.00%,1,-50.00%,-66.70%,8,-33.30%,0.00%,4,-59,-79,100.60%,2.50%,1.90%
"Bradford, RI",Dec-16,$150K,-16.70%,,2,100.00%,,4,300.00%,,8,0.00%,,174,170,,96.40%,-4.10%,
"Bradford, RI",Jan-17,$200K,33.30%,12.60%,1,-50.00%,0.00%,2,-50.00%,,5,-37.50%,-16.70%,228,54,137,97.60%,1.10%,4.10%
"Bradford, RI",Feb-17,$196K,-2.10%,16.90%,4,300.00%,0.00%,3,50.00%,-57.10%,4,-20.00%,-50.00%,73,-155,-141,92.10%,-5.40%,-4.80%
"Bradford, RI",Mar-17,$205K,4.70%,5.80%,3,-25.00%,50.00%,2,-33.30%,100.00%,2,-50.00%,-75.00%,41,-32,-167,97.90%,5.80%,-1.90%
"Bradford, RI",Apr-17,$209K,1.70%,-31.60%,5,66.70%,400.00%,2,0.00%,-33.30%,3,50.00%,-57.10%,16,-25,-10,99.10%,1.20%,2.30%
