Region,Month of Period End,Median Sale Price,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM ,Average Sale To List YoY 
"New Shoreham, RI",Mar-14,"$1,628K",70.50%,75.10%,5,25.00%,400.00%,2,-33.30%,0.00%,36,-5.30%,89.50%,312,94,-146,88.90%,-0.80%,-11.70%
"New Shoreham, RI",May-14,$560K,,,3,,,11,,,41,,,49,,,92.10%,,
"New Shoreham, RI",Jun-14,"$1,008K",79.90%,36.60%,2,-33.30%,0.00%,5,-54.50%,25.00%,44,7.30%,7.30%,368,319,12,84.90%,-7.10%,-1.10%
"New Shoreham, RI",Aug-14,$860K,,-33.80%,2,,100.00%,5,,-50.00%,46,,-14.80%,127,,-297,84.80%,,10.50%
"New Shoreham, RI",Sep-14,$925K,7.60%,-15.90%,3,50.00%,-50.00%,2,-60.00%,0.00%,45,-2.20%,-16.70%,145,18,104,87.00%,2.30%,-3.10%
"New Shoreham, RI",Oct-14,"$1,125K",21.60%,-35.10%,6,100.00%,50.00%,2,0.00%,-50.00%,41,-8.90%,-22.60%,182,37,39,91.40%,4.40%,1.80%
"New Shoreham, RI",Nov-14,$850K,-24.40%,-9.10%,2,-66.70%,-33.30%,2,0.00%,-33.30%,37,-9.80%,-21.30%,180,-2,-34,91.20%,-0.30%,-5.30%
"New Shoreham, RI",Dec-14,"$1,401K",64.80%,-7.20%,3,50.00%,0.00%,2,0.00%,-33.30%,37,0.00%,-5.10%,355,175,228,93.10%,1.90%,2.80%
"New Shoreham, RI",Jan-15,"$1,545K",10.30%,47.40%,2,-33.30%,-66.70%,1,-50.00%,0.00%,35,-5.40%,-2.80%,891,536,646,93.70%,0.60%,2.60%
"New Shoreham, RI",Feb-15,"$1,000K",-35.30%,4.70%,2,0.00%,-50.00%,,,,33,-5.70%,-13.20%,974,83,756,93.30%,-0.50%,3.50%
"New Shoreham, RI",Mar-15,$870K,-13.00%,-46.60%,3,50.00%,-40.00%,2,,0.00%,34,3.00%,-5.60%,669,-305,357,89.50%,-3.70%,0.70%
"New Shoreham, RI",Apr-15,"$1,553K",78.40%,,2,-33.30%,,3,50.00%,,32,-5.90%,,733,64,,89.70%,0.20%,
"New Shoreham, RI",Jun-15,"$1,025K",,1.70%,1,,-50.00%,14,,180.00%,50,,13.60%,201,,-167,82.00%,,-2.90%
"New Shoreham, RI",Jul-15,"$1,590K",55.10%,,2,100.00%,,11,-21.40%,,52,4.00%,,718,517,,92.60%,10.60%,
"New Shoreham, RI",Aug-15,"$1,368K",-14.00%,59.00%,2,0.00%,0.00%,4,-63.60%,-20.00%,51,-1.90%,10.90%,175,-543,48,93.30%,0.70%,8.50%
"New Shoreham, RI",Oct-15,"$1,155K",,2.70%,4,,-33.30%,1,,-50.00%,43,,4.90%,148,,-34,84.40%,,-7.10%
"New Shoreham, RI",Nov-15,$927K,-19.70%,9.10%,5,25.00%,150.00%,2,100.00%,0.00%,43,0.00%,16.20%,795,647,615,90.40%,6.00%,-0.80%
"New Shoreham, RI",Dec-15,"$2,426K",161.70%,73.20%,1,-80.00%,-66.70%,1,-50.00%,-50.00%,41,-4.70%,10.80%,215,-580,-140,100.00%,9.60%,6.90%
"New Shoreham, RI",Mar-16,"$1,001K",,15.00%,4,,33.30%,3,,50.00%,48,,41.20%,601,,-68,85.20%,,-4.40%
"New Shoreham, RI",May-16,$900K,,,3,,,5,,,42,,,116,,,89.80%,,
"New Shoreham, RI",Jun-16,$870K,-3.30%,-15.10%,1,-66.70%,0.00%,7,40.00%,-50.00%,41,-2.40%,-18.00%,203,87,2,97.20%,7.40%,15.20%
"New Shoreham, RI",Jul-16,$749K,-14.00%,-52.90%,2,100.00%,0.00%,7,0.00%,-36.40%,35,-14.60%,-32.70%,261,58,-457,94.30%,-2.90%,1.70%
"New Shoreham, RI",Aug-16,"$4,750K",534.60%,247.30%,1,-50.00%,-50.00%,3,-57.10%,-25.00%,36,2.90%,-29.40%,354,93,179,82.60%,-11.70%,-10.70%
"New Shoreham, RI",Sep-16,"$1,050K",-77.90%,,5,400.00%,,2,-33.30%,,35,-2.80%,,386,32,,90.00%,7.40%,
"New Shoreham, RI",Oct-16,"$1,015K",-3.30%,-12.10%,7,40.00%,75.00%,3,50.00%,200.00%,34,-2.90%,-20.90%,158,-228,10,91.70%,1.70%,7.40%
"New Shoreham, RI",Nov-16,"$1,053K",3.70%,13.50%,6,-14.30%,20.00%,1,-66.70%,-50.00%,31,-8.80%,-27.90%,640,482,-155,92.50%,0.70%,2.10%
"New Shoreham, RI",Dec-16,"$1,254K",19.10%,-48.30%,6,0.00%,500.00%,1,0.00%,0.00%,28,-9.70%,-31.70%,395,-245,180,92.10%,-0.40%,-7.90%
"New Shoreham, RI",Jan-17,$423K,-66.30%,,1,-83.30%,,2,100.00%,,25,-10.70%,,120,-275,,88.90%,-3.20%,
"New Shoreham, RI",Feb-17,$675K,59.80%,,3,200.00%,,3,50.00%,,26,4.00%,,117,-3,,86.90%,-2.10%,
"New Shoreham, RI",Mar-17,$827K,22.40%,-17.40%,1,-66.70%,-75.00%,1,-66.70%,-66.70%,24,-7.70%,-50.00%,475,358,-126,95.50%,8.70%,10.40%
"New Shoreham, RI",Apr-17,$595K,-28.00%,,1,0.00%,,6,500.00%,,29,20.80%,,"1,023",548,,70.80%,-24.70%,
"New Shoreham, RI",May-17,$803K,34.90%,-10.80%,1,0.00%,-66.70%,14,133.30%,180.00%,39,34.50%,-7.10%,327,-696,211,80.70%,9.80%,-9.10%
"New Shoreham, RI",Jun-17,"$1,998K",148.90%,129.60%,2,100.00%,100.00%,6,-57.10%,-14.30%,42,7.70%,2.40%,231,-96,28,97.60%,17.00%,0.40%
"New Shoreham, RI",Jul-17,"$1,200K",-39.90%,60.30%,3,50.00%,50.00%,7,16.70%,0.00%,42,0.00%,20.00%,343,112,82,87.50%,-10.10%,-6.80%
"New Shoreham, RI",Aug-17,"$1,400K",16.70%,-70.50%,1,-66.70%,0.00%,7,0.00%,133.30%,45,7.10%,25.00%,414,71,60,90.30%,2.80%,7.70%
"New Shoreham, RI",Sep-17,$785K,-43.90%,-25.20%,1,0.00%,-80.00%,6,-14.30%,200.00%,47,4.40%,34.30%,867,453,481,84.00%,-6.40%,-6.10%
"New Shoreham, RI",Oct-17,$895K,14.00%,-11.80%,9,800.00%,28.60%,4,-33.30%,33.30%,42,-10.60%,23.50%,138,-729,-20,92.60%,8.60%,0.80%
"New Shoreham, RI",Nov-17,$935K,4.50%,-11.20%,5,-44.40%,-16.70%,5,25.00%,400.00%,45,7.10%,45.20%,158,20,-482,93.30%,0.70%,0.80%
"New Shoreham, RI",Dec-17,"$1,621K",73.40%,29.30%,4,-20.00%,-33.30%,,,,41,-8.90%,46.40%,308,150,-87,98.60%,5.30%,6.40%
"New Shoreham, RI",Jan-18,"$1,067K",-34.20%,152.40%,2,-50.00%,100.00%,2,,0.00%,36,-12.20%,44.00%,480,172,360,90.90%,-7.70%,1.90%
"New Shoreham, RI",Feb-18,"$1,203K",12.80%,78.10%,2,0.00%,-33.30%,5,150.00%,66.70%,39,8.30%,50.00%,261,-219,144,91.60%,0.70%,4.80%
"New Shoreham, RI",Mar-18,$900K,-25.20%,8.90%,1,-50.00%,0.00%,2,-60.00%,100.00%,40,2.60%,66.70%,142,-119,-333,96.90%,5.20%,1.30%
"New Shoreham, RI",Apr-18,$609K,-32.40%,2.30%,2,100.00%,100.00%,9,350.00%,50.00%,46,15.00%,58.60%,946,804,-77,85.00%,-11.90%,14.10%
"New Shoreham, RI",May-18,"$1,088K",78.80%,35.60%,2,0.00%,100.00%,7,-22.20%,-50.00%,41,-10.90%,5.10%,245,-701,-82,90.50%,5.60%,9.90%
"New Shoreham, RI",Jun-18,"$2,125K",95.30%,6.40%,1,-50.00%,-50.00%,10,42.90%,66.70%,47,14.60%,11.90%,252,7,21,85.00%,-5.50%,-12.60%
"New Shoreham, RI",Jul-18,"$1,040K",-51.10%,-13.30%,2,100.00%,-33.30%,3,-70.00%,-57.10%,43,-8.50%,2.40%,360,108,17,94.10%,9.10%,6.60%
"New Shoreham, RI",Aug-18,$918K,-11.80%,-34.50%,2,0.00%,100.00%,4,33.30%,-42.90%,43,0.00%,-4.40%,115,-245,-299,91.20%,-2.90%,0.90%
"New Shoreham, RI",Sep-18,"$1,095K",19.30%,39.50%,5,150.00%,400.00%,6,50.00%,0.00%,42,-2.30%,-10.60%,97,-18,-770,97.90%,6.70%,14.00%
"New Shoreham, RI",Oct-18,$975K,-11.00%,8.90%,3,-40.00%,-66.70%,2,-66.70%,-50.00%,38,-9.50%,-9.50%,181,84,43,91.00%,-6.90%,-1.50%
"New Shoreham, RI",Nov-18,"$1,175K",20.50%,25.70%,7,133.30%,40.00%,3,50.00%,-40.00%,31,-18.40%,-31.10%,252,71,94,96.40%,5.40%,3.10%
"New Shoreham, RI",Dec-18,$955K,-18.70%,-41.10%,1,-85.70%,-75.00%,4,33.30%,,34,9.70%,-17.10%,205,-47,-103,87.20%,-9.20%,-11.30%
"New Shoreham, RI",Jan-19,"$1,150K",20.40%,7.80%,4,300.00%,100.00%,5,25.00%,150.00%,37,8.80%,2.80%,320,115,-160,91.10%,3.90%,0.20%
"New Shoreham, RI",Apr-19,$687K,,12.90%,2,,0.00%,11,,22.20%,36,,-21.70%,245,,-701,81.60%,,-3.40%
"New Shoreham, RI",May-19,$475K,-30.90%,-56.30%,3,50.00%,50.00%,4,-63.60%,-42.90%,36,0.00%,-12.20%,281,36,36,93.70%,12.10%,3.20%
"New Shoreham, RI",Jul-19,$780K,,-25.00%,3,,50.00%,11,,266.70%,48,,11.60%,782,,422,91.60%,,-2.60%
"New Shoreham, RI",Aug-19,"$1,113K",42.60%,21.30%,2,-33.30%,0.00%,4,-63.60%,0.00%,49,2.10%,14.00%,"1,001",219,886,88.40%,-3.20%,-2.90%
"New Shoreham, RI",Sep-19,$980K,-11.90%,-10.50%,5,150.00%,0.00%,1,-75.00%,-83.30%,43,-12.20%,2.40%,256,-745,159,94.20%,5.90%,-3.70%
"New Shoreham, RI",Oct-19,$860K,-12.20%,-11.80%,3,-40.00%,0.00%,2,100.00%,0.00%,38,-11.60%,0.00%,523,267,342,92.80%,-1.40%,1.80%
"New Shoreham, RI",Nov-19,$700K,-18.60%,-40.40%,8,166.70%,14.30%,6,200.00%,100.00%,36,-5.30%,16.10%,307,-216,55,89.90%,-3.00%,-6.60%
"New Shoreham, RI",Dec-19,$886K,26.60%,-7.20%,3,-62.50%,200.00%,2,-66.70%,-50.00%,34,-5.60%,0.00%,126,-181,-79,94.00%,4.20%,6.80%
"New Shoreham, RI",Jan-20,$804K,-9.20%,-30.10%,3,0.00%,-25.00%,1,-50.00%,-80.00%,29,-14.70%,-21.60%,85,-41,-235,96.90%,2.90%,5.90%
"New Shoreham, RI",Feb-20,$681K,-15.30%,,2,-33.30%,,5,400.00%,,32,10.30%,,514,429,,100.40%,3.50%,
"New Shoreham, RI",Mar-20,"$1,130K",65.90%,,4,100.00%,,6,20.00%,,31,-3.10%,,386,-128,,92.20%,-8.20%,
"New Shoreham, RI",Apr-20,"$1,600K",41.60%,132.90%,1,-75.00%,-50.00%,,,,26,-16.10%,-27.80%,"1,360",974,"1,115",94.40%,2.20%,12.80%
"New Shoreham, RI",May-20,"$1,550K",-3.10%,226.30%,3,200.00%,0.00%,4,,0.00%,27,3.80%,-25.00%,465,-895,184,93.80%,-0.60%,0.10%
"New Shoreham, RI",Jun-20,$929K,-40.10%,,4,33.30%,,8,100.00%,,30,11.10%,,91,-374,,93.50%,-0.30%,
"New Shoreham, RI",Jul-20,"$1,088K",17.10%,39.40%,3,-25.00%,0.00%,9,12.50%,-18.20%,28,-6.70%,-41.70%,177,86,-605,93.40%,-0.10%,1.90%
"New Shoreham, RI",Aug-20,$965K,-11.30%,-13.30%,9,200.00%,350.00%,13,44.40%,225.00%,32,14.30%,-34.70%,150,-27,-851,94.30%,0.90%,6.00%
"New Shoreham, RI",Sep-20,"$1,325K",37.30%,35.20%,14,55.60%,180.00%,5,-61.50%,400.00%,27,-15.60%,-37.20%,379,229,123,96.40%,2.10%,2.20%
"New Shoreham, RI",Oct-20,"$1,143K",-13.80%,32.80%,14,0.00%,366.70%,6,20.00%,200.00%,27,0.00%,-28.90%,84,-295,-439,94.40%,-2.00%,1.60%
"New Shoreham, RI",Nov-20,"$1,165K",2.00%,66.40%,6,-57.10%,-25.00%,4,-33.30%,-33.30%,29,7.40%,-19.40%,122,38,-185,92.50%,-2.00%,2.60%
"New Shoreham, RI",Dec-20,"$1,353K",16.10%,52.70%,6,0.00%,100.00%,4,0.00%,100.00%,29,0.00%,-14.70%,143,21,17,92.10%,-0.40%,-1.90%
"New Shoreham, RI",Jan-21,"$1,675K",23.80%,108.30%,3,-50.00%,0.00%,,,,24,-17.20%,-17.20%,185,42,100,91.00%,-1.10%,-5.90%
"New Shoreham, RI",Feb-21,"$1,530K",-8.70%,124.50%,3,0.00%,50.00%,1,,-80.00%,21,-12.50%,-34.40%,173,-12,-341,95.50%,4.50%,-4.90%
"New Shoreham, RI",Mar-21,$697K,-54.50%,-38.40%,6,100.00%,50.00%,2,100.00%,-66.70%,19,-9.50%,-38.70%,374,201,-12,96.40%,0.90%,4.20%
"New Shoreham, RI",Apr-21,$613K,-12.10%,-61.70%,2,-66.70%,100.00%,3,50.00%,,17,-10.50%,-34.60%,482,108,-878,95.30%,-1.00%,0.90%
"New Shoreham, RI",May-21,"$1,162K",89.70%,-25.00%,2,0.00%,-33.30%,4,33.30%,0.00%,16,-5.90%,-40.70%,167,-315,-298,98.80%,3.50%,4.90%
"New Shoreham, RI",Jun-21,"$1,500K",29.10%,61.50%,5,150.00%,25.00%,7,75.00%,-12.50%,19,18.80%,-36.70%,224,57,133,91.80%,-7.00%,-1.70%
"New Shoreham, RI",Jul-21,"$2,600K",73.30%,139.10%,3,-40.00%,0.00%,6,-14.30%,-33.30%,24,26.30%,-14.30%,467,243,290,92.00%,0.20%,-1.40%
"New Shoreham, RI",Aug-21,$915K,-64.80%,-5.20%,2,-33.30%,-77.80%,5,-16.70%,-61.50%,22,-8.30%,-31.30%,235,-232,85,98.60%,6.60%,4.30%
"New Shoreham, RI",Sep-21,"$1,500K",63.90%,13.20%,6,200.00%,-57.10%,9,80.00%,80.00%,25,13.60%,-7.40%,149,-86,-230,93.80%,-4.80%,-2.60%
"New Shoreham, RI",Oct-21,"$1,215K",-19.00%,6.30%,7,16.70%,-50.00%,6,-33.30%,0.00%,25,0.00%,-7.40%,54,-95,-30,102.40%,8.60%,7.90%
"New Shoreham, RI",Nov-21,"$1,458K",20.00%,25.10%,4,-42.90%,-33.30%,2,-66.70%,-50.00%,20,-20.00%,-31.00%,178,124,56,100.00%,-2.40%,7.50%
"New Shoreham, RI",Dec-21,"$1,420K",-2.60%,5.00%,7,75.00%,16.70%,2,0.00%,-50.00%,17,-15.00%,-41.40%,159,-19,16,95.30%,-4.70%,3.20%
"New Shoreham, RI",Jan-22,$975K,-31.30%,-41.80%,5,-28.60%,66.70%,4,100.00%,,16,-5.90%,-33.30%,131,-28,-54,93.30%,-2.00%,2.30%
"New Shoreham, RI",Feb-22,"$1,810K",85.60%,18.30%,4,-20.00%,33.30%,2,-50.00%,100.00%,15,-6.30%,-28.60%,108,-23,-65,94.80%,1.50%,-0.70%
"New Shoreham, RI",Mar-22,"$2,338K",29.10%,235.60%,2,-50.00%,-66.70%,1,-50.00%,-50.00%,16,6.70%,-15.80%,72,-36,-302,97.70%,2.90%,1.30%
"New Shoreham, RI",Apr-22,"$2,200K",-5.90%,259.20%,1,-50.00%,-50.00%,2,100.00%,-33.30%,18,12.50%,5.90%,4,-68,-478,100.00%,2.30%,4.70%
"New Shoreham, RI",May-22,"$1,650K",-25.00%,42.00%,1,0.00%,-50.00%,1,-50.00%,-75.00%,16,-11.10%,0.00%,97,93,-70,91.90%,-8.10%,-6.90%
"New Shoreham, RI",Jun-22,"$2,813K",70.50%,87.50%,2,100.00%,-60.00%,7,600.00%,0.00%,18,12.50%,-5.30%,573,476,349,98.00%,6.10%,6.30%
"New Shoreham, RI",Jul-22,"$1,320K",-53.10%,-49.20%,1,-50.00%,-66.70%,5,-28.60%,-16.70%,20,11.10%,-16.70%,19,-554,-448,120.00%,22.00%,28.00%
"New Shoreham, RI",Sep-22,"$1,523K",,1.50%,4,,-33.30%,4,,-55.60%,17,,-32.00%,333,,184,94.20%,,0.40%
"New Shoreham, RI",Oct-22,"$1,205K",-20.90%,-0.80%,4,0.00%,-42.90%,6,50.00%,0.00%,14,-17.60%,-44.00%,76,-257,22,88.30%,-5.90%,-14.10%
"New Shoreham, RI",Nov-22,"$1,885K",56.40%,29.30%,8,100.00%,100.00%,3,-50.00%,50.00%,16,14.30%,-20.00%,82,6,-96,87.50%,-0.80%,-12.50%
"New Shoreham, RI",Dec-22,"$1,800K",-4.50%,26.80%,1,-87.50%,-85.70%,1,-66.70%,-50.00%,13,-18.80%,-23.50%,210,128,51,93.50%,6.00%,-1.80%
"New Shoreham, RI",Jan-23,"$1,265K",-29.70%,29.70%,1,0.00%,-80.00%,1,0.00%,-75.00%,11,-15.40%,-31.30%,333,123,202,85.80%,-7.70%,-7.50%
"New Shoreham, RI",Feb-23,"$2,600K",105.50%,43.60%,4,300.00%,0.00%,1,0.00%,-50.00%,9,-18.20%,-40.00%,34,-299,-74,99.90%,14.10%,5.10%
"New Shoreham, RI",Mar-23,"$1,440K",-44.60%,-38.40%,3,-25.00%,50.00%,1,0.00%,0.00%,9,0.00%,-43.80%,84,50,12,94.00%,-5.80%,-3.60%
"New Shoreham, RI",Apr-23,"$1,550K",7.60%,-29.50%,1,-66.70%,0.00%,3,200.00%,50.00%,11,22.20%,-38.90%,368,284,364,97.20%,3.20%,-2.80%
"New Shoreham, RI",Jun-23,"$1,370K",,-51.30%,2,,0.00%,4,,-42.90%,16,,-11.10%,185,,-388,94.00%,,-4.00%
"New Shoreham, RI",Jul-23,"$4,263K",211.20%,222.90%,2,0.00%,100.00%,5,25.00%,0.00%,13,-18.80%,-35.00%,144,-41,125,92.70%,-1.30%,-27.30%
"New Shoreham, RI",Aug-23,"$1,570K",-63.20%,,3,50.00%,,5,0.00%,,14,7.70%,,53,-91,,96.60%,3.90%,
"New Shoreham, RI",Sep-23,"$1,850K",17.80%,21.50%,4,33.30%,0.00%,4,-20.00%,0.00%,14,0.00%,-17.60%,27,-26,-306,101.40%,4.80%,7.10%
"New Shoreham, RI",Oct-23,"$1,500K",-18.90%,24.50%,5,25.00%,25.00%,3,-25.00%,-50.00%,14,0.00%,0.00%,105,78,29,95.30%,-6.00%,7.10%
"New Shoreham, RI",Nov-23,"$1,600K",6.70%,-15.10%,1,-80.00%,-87.50%,7,133.30%,133.30%,18,28.60%,12.50%,8,-97,-74,89.60%,-5.70%,2.20%
"New Shoreham, RI",Dec-23,"$1,280K",-20.00%,-28.90%,3,200.00%,200.00%,2,-71.40%,100.00%,15,-16.70%,15.40%,30,22,-180,91.90%,2.30%,-1.60%
"New Shoreham, RI",Jan-24,"$1,963K",53.30%,55.10%,2,-33.30%,100.00%,1,-50.00%,0.00%,12,-20.00%,9.10%,78,48,-255,92.30%,0.40%,6.50%
"New Shoreham, RI",Feb-24,"$2,100K",7.00%,-19.20%,1,-50.00%,-75.00%,,,,11,-8.30%,22.20%,489,411,455,72.40%,-19.90%,-27.40%
"New Shoreham, RI",Mar-24,"$1,050K",-50.00%,-27.10%,5,400.00%,66.70%,3,,200.00%,13,18.20%,44.40%,91,-398,7,88.80%,16.40%,-5.20%
"New Shoreham, RI",Apr-24,"$1,400K",33.30%,-9.70%,1,-80.00%,0.00%,3,0.00%,0.00%,14,7.70%,27.30%,85,-6,-283,87.50%,-1.30%,-9.70%
"New Shoreham, RI",May-24,"$1,850K",32.10%,,3,200.00%,,6,100.00%,,19,35.70%,,227,142,,95.20%,7.70%,
"New Shoreham, RI",Jun-24,$747K,-59.60%,-45.50%,1,-66.70%,-50.00%,4,-33.30%,0.00%,18,-5.30%,12.50%,65,-162,-120,95.10%,-0.10%,1.10%
"Newport County, RI",Jan-12,$263K,-15.40%,-15.80%,41,-46.80%,-21.20%,96,88.20%,2.10%,623,-2.00%,-6.50%,167,27,48,93.20%,2.20%,-2.40%
"Newport County, RI",Feb-12,$250K,-4.90%,-5.80%,45,9.80%,50.00%,114,18.80%,6.50%,626,0.50%,-7.10%,160,-7,12,93.50%,0.20%,1.20%
"Newport County, RI",Mar-12,$303K,21.20%,6.30%,53,17.80%,-20.90%,171,50.00%,23.90%,657,5.00%,-5.50%,150,-10,6,92.60%,-0.80%,0.80%
"Newport County, RI",Apr-12,$283K,-6.60%,1.10%,70,32.10%,37.30%,166,-2.90%,-9.30%,703,7.00%,-8.20%,147,-3,-19,93.50%,0.90%,0.50%
"Newport County, RI",May-12,$254K,-10.30%,-26.40%,80,14.30%,-5.90%,158,-4.80%,-17.70%,715,1.70%,-15.80%,135,-12,-22,92.40%,-1.10%,1.00%
"Newport County, RI",Jun-12,$275K,8.40%,-22.30%,91,13.80%,30.00%,156,-1.30%,1.30%,717,0.30%,-16.70%,102,-33,-9,93.40%,1.00%,0.30%
"Newport County, RI",Jul-12,$326K,18.50%,3.50%,88,-3.30%,11.40%,126,-19.20%,15.60%,712,-0.70%,-15.20%,83,-19,24,93.60%,0.10%,-0.30%
"Newport County, RI",Aug-12,$343K,5.30%,-0.20%,92,4.50%,53.30%,115,-8.70%,-21.80%,701,-1.50%,-17.10%,88,5,-46,94.50%,1.00%,2.90%
"Newport County, RI",Sep-12,$260K,-24.30%,-15.40%,63,-31.50%,-23.20%,114,-0.90%,0.00%,673,-4.00%,-17.30%,64,-24,-58,93.20%,-1.40%,1.30%
"Newport County, RI",Oct-12,$290K,11.50%,5.90%,77,22.20%,13.20%,117,2.60%,20.60%,628,-6.70%,-17.40%,92,28,-43,92.70%,-0.40%,0.30%
"Newport County, RI",Nov-12,$291K,0.30%,-14.50%,110,42.90%,83.30%,72,-38.50%,9.10%,601,-4.30%,-14.50%,99,7,-42,92.10%,-0.70%,-0.10%
"Newport County, RI",Dec-12,$280K,-3.70%,-10.00%,99,-10.00%,28.60%,41,-43.10%,-19.60%,550,-8.50%,-13.50%,108,9,-32,93.00%,1.00%,2.00%
"Newport County, RI",Jan-13,$245K,-12.50%,-6.80%,37,-62.60%,-9.80%,94,129.30%,-2.10%,537,-2.40%,-13.80%,90,-18,-77,95.10%,2.10%,1.90%
"Newport County, RI",Feb-13,$290K,18.40%,16.00%,47,27.00%,4.40%,81,-13.80%,-28.90%,526,-2.00%,-16.00%,163,73,3,93.60%,-1.60%,0.10%
"Newport County, RI",Mar-13,$289K,-0.50%,-4.80%,65,38.30%,22.60%,159,96.30%,-7.00%,549,4.40%,-16.40%,163,0,13,92.70%,-0.90%,0.00%
"Newport County, RI",Apr-13,$295K,2.30%,4.20%,71,9.20%,1.40%,225,41.50%,35.50%,634,15.50%,-9.80%,154,-9,7,93.50%,0.80%,0.00%
"Newport County, RI",May-13,$325K,10.20%,28.10%,110,54.90%,37.50%,225,0.00%,42.40%,704,11.00%,-1.50%,103,-51,-32,93.10%,-0.40%,0.70%
"Newport County, RI",Jun-13,$380K,16.90%,38.20%,125,13.60%,37.40%,183,-18.70%,17.30%,735,4.40%,2.50%,50,-53,-52,95.40%,2.30%,2.00%
"Newport County, RI",Jul-13,$279K,-26.60%,-14.40%,97,-22.40%,10.20%,142,-22.40%,12.70%,748,1.80%,5.10%,39,-11,-44,95.00%,-0.40%,1.40%
"Newport County, RI",Aug-13,$355K,27.10%,3.30%,107,10.30%,16.30%,155,9.20%,34.80%,765,2.30%,9.10%,65,26,-23,94.70%,-0.30%,0.20%
"Newport County, RI",Sep-13,$315K,-11.10%,21.20%,103,-3.70%,63.50%,127,-18.10%,11.40%,773,1.00%,14.90%,69,4,5,93.90%,-0.90%,0.70%
"Newport County, RI",Oct-13,$317K,0.60%,9.30%,108,4.90%,40.30%,113,-11.00%,-3.40%,742,-4.00%,18.20%,86,17,-6,94.70%,0.80%,1.90%
"Newport County, RI",Nov-13,$339K,6.90%,16.60%,76,-29.60%,-30.90%,83,-26.50%,15.30%,681,-8.20%,13.30%,125,39,26,93.30%,-1.40%,1.20%
"Newport County, RI",Dec-13,$311K,-8.30%,11.00%,68,-10.50%,-31.30%,54,-34.90%,31.70%,605,-11.20%,10.00%,101,-24,-7,94.90%,1.60%,1.90%
"Newport County, RI",Jan-14,$348K,11.80%,41.80%,65,-4.40%,75.70%,117,116.70%,24.50%,614,1.50%,14.30%,165,64,75,91.40%,-3.60%,-3.80%
"Newport County, RI",Feb-14,$315K,-9.40%,8.60%,50,-23.10%,6.40%,105,-10.30%,29.60%,628,2.30%,19.40%,177,12,14,94.40%,3.10%,0.90%
"Newport County, RI",Mar-14,$293K,-7.00%,1.60%,75,50.00%,15.40%,142,35.20%,-10.70%,657,4.60%,19.70%,119,-58,-44,93.20%,-1.30%,0.50%
"Newport County, RI",Apr-14,$357K,21.70%,20.80%,78,4.00%,9.90%,197,38.70%,-12.40%,719,9.40%,13.40%,163,44,9,94.90%,1.70%,1.40%
"Newport County, RI",May-14,$305K,-14.40%,-6.20%,95,21.80%,-13.60%,224,13.70%,-0.40%,793,10.30%,12.60%,150,-13,47,94.40%,-0.50%,1.30%
"Newport County, RI",Jun-14,$343K,12.50%,-9.70%,130,36.80%,4.00%,178,-20.50%,-2.70%,804,1.40%,9.40%,81,-69,31,95.70%,1.30%,0.20%
"Newport County, RI",Jul-14,$382K,11.40%,37.00%,88,-32.30%,-9.30%,165,-7.30%,16.20%,840,4.50%,12.30%,102,21,63,95.50%,-0.20%,0.40%
"Newport County, RI",Aug-14,$279K,-27.00%,-21.30%,92,4.50%,-14.00%,131,-20.60%,-15.50%,822,-2.10%,7.50%,96,-6,31,95.10%,-0.40%,0.30%
"Newport County, RI",Sep-14,$286K,2.50%,-9.20%,81,-12.00%,-21.40%,141,7.60%,11.00%,837,1.80%,8.30%,103,7,34,93.80%,-1.30%,-0.10%
"Newport County, RI",Oct-14,$375K,31.10%,18.30%,105,29.60%,-2.80%,119,-15.60%,5.30%,799,-4.50%,7.70%,121,18,35,94.50%,0.70%,-0.20%
"Newport County, RI",Nov-14,$300K,-20.00%,-11.50%,80,-23.80%,5.30%,65,-45.40%,-21.70%,694,-13.10%,1.90%,131,10,6,94.00%,-0.40%,0.70%
"Newport County, RI",Dec-14,$316K,5.30%,1.60%,91,13.80%,33.80%,66,1.50%,22.20%,623,-10.20%,3.00%,105,-26,4,94.60%,0.50%,-0.30%
"Newport County, RI",Jan-15,$327K,3.50%,-5.90%,75,-17.60%,15.40%,97,47.00%,-17.10%,603,-3.20%,-1.80%,126,21,-39,94.80%,0.20%,3.40%
"Newport County, RI",Feb-15,$331K,1.10%,4.90%,53,-29.30%,6.00%,86,-11.30%,-18.10%,615,2.00%,-2.10%,177,51,0,94.20%,-0.50%,-0.20%
"Newport County, RI",Mar-15,$345K,4.20%,17.60%,70,32.10%,-6.70%,144,67.40%,1.40%,617,0.30%,-6.10%,172,-5,53,93.80%,-0.50%,0.60%
"Newport County, RI",Apr-15,$366K,6.30%,2.70%,84,20.00%,7.70%,231,60.40%,17.30%,707,14.60%,-1.70%,146,-26,-17,95.10%,1.40%,0.20%
"Newport County, RI",May-15,$313K,-14.50%,2.60%,102,21.40%,7.40%,224,-3.00%,0.00%,775,9.60%,-2.30%,103,-43,-47,95.30%,0.20%,0.90%
